0,1,2,3,4,5,6,7,8,9,a,b,c,d,e,outcome,treated
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,48.21988196,1
0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,-9.279563002,1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,6.771106555,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,20.78445553,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,43.96113115,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,24.43542642,1
1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,50.24069415,1
1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,20.78445553,1
1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,43.96113115,1
0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-13.30037519,1
0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,-5.020812192,1
1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,2.512355746,1
0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,37.4487754,1
1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,42.94031895,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,20.78445553,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,24.43542642,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,36.22734517,1
0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,-9.279563002,1
1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,6.771106555,1
0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,37.4487754,1
0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,-5.020812192,1
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,-5.020812192,1
1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,26.92696997,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,2.512355746,1
1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,23.80526773,1
1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,26.92696997,1
0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,7.992536787,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13.13505123,1
0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-9.279563002,1
0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,-5.020812192,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14.50489253,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16.15586342,1
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,30.1692124,1
1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,-0.508456447,1
0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-9.279563002,1
0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,7.992536787,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,20.78445553,1
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,12.01334898,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3.733785978,1
1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,6.771106555,1
0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,34.42796321,1
1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,42.94031895,1
1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10.79191875,1
0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,24.43542642,1
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,-13.30037519,1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,33.20653298,1
1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,50.24069415,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.14840021,1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,6.771106555,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16.15586342,1
1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,20.78445553,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,26.92696997,1
1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,20.78445553,1
0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,3.733785978,1
0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,13.13505123,1
0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,20.41461423,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14.50489253,1
1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,28.94778217,1
0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,30.1692124,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,28.94778217,1
0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,3.733785978,1
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,37.4487754,1
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,30.1692124,1
0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0.712973786,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.94031895,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.512355746,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,36.22734517,1
1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,14.50489253,1
1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,10.79191875,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14.50489253,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.512355746,1
0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,37.4487754,1
0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,37.4487754,1
1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,33.20653298,1
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.712973786,1
0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1
0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,34.42796321,1
0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3.733785978,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.94031895,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,13.13505123,1
1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,23.80526773,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,28.94778217,1
1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,28.94778217,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13.13505123,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.712973786,1
1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,23.80526773,1
0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,30.1692124,1
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28.14840021,1
0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,24.43542642,1
1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,2.512355746,1
1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,23.80526773,1
0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,-5.020812192,1
0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,13.13505123,1
0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-13.30037519,1
1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,14.50489253,1
0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,-5.020812192,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,20.78445553,1
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,-5.020812192,1
1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,23.80526773,1
0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,-13.30037519,1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,14.50489253,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13.13505123,1
1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,50.24069415,1
1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10.79191875,1
0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,16.15586342,1
0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,12.01334898,1
1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,23.80526773,1
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,43.96113115,1
0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,34.42796321,1
0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,28.14840021,1
1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,20.78445553,1
0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,-9.279563002,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.712973786,1
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,42.94031895,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,43.96113115,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,24.43542642,1
0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,37.4487754,1
0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,13.13505123,1
1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,6.771106555,1
1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,-0.508456447,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,43.96113115,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.94031895,1
1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,16.52570473,1
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,16.15586342,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,-0.508456447,1
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,16.52570473,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,50.24069415,1
1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,23.80526773,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,28.94778217,1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,6.771106555,1
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,37.4487754,1
1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,20.78445553,1
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,36.22734517,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,36.22734517,1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,33.20653298,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,28.14840021,1
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0.712973786,1
0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,34.42796321,1
0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,3.733785978,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,36.22734517,1
1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,36.22734517,1
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0.712973786,1
1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,-0.508456447,1
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,33.20653298,1
1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,-0.508456447,1
0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,12.01334898,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,43.96113115,1
0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,37.4487754,1
0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,20.41461423,1
0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1
0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,16.15586342,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.512355746,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,3.733785978,1
0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,16.15586342,1
1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,50.24069415,1
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,43.96113115,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,24.43542642,1
0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1
0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,30.1692124,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16.15586342,1
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,20.41461423,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,24.43542642,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.512355746,1
1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,28.94778217,1
1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-0.508456447,1
0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,-5.020812192,1
0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,20.41461423,1
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,30.1692124,1
1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,36.22734517,1
1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,16.52570473,1
1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,6.771106555,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14.50489253,1
0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,7.992536787,1
1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,36.22734517,1
0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,28.14840021,1
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,26.92696997,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,50.24069415,1
1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,10.79191875,1
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,13.13505123,1
0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,20.41461423,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,36.22734517,1
0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1
0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,-5.020812192,1
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,-13.30037519,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3.733785978,1
1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,16.52570473,1
1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,36.22734517,1
1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,20.78445553,1
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,26.92696997,1
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,34.42796321,1
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,28.14840021,1
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,30.1692124,1
1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,50.24069415,1
0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,12.01334898,1
1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,23.80526773,1
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,16.15586342,1
1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,14.50489253,1
0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,16.15586342,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.14840021,1
0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,30.1692124,1
0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,30.1692124,1
0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-9.279563002,1
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,48.21988196,1
0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,-5.020812192,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3.733785978,1
1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,10.79191875,1
1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,14.50489253,1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,33.20653298,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,28.94778217,1
0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0.712973786,1
0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,30.1692124,1
0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,28.14840021,1
1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,33.20653298,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,26.92696997,1
1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,16.52570473,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.14840021,1
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,43.96113115,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.94031895,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3.733785978,1
0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,13.13505123,1
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,-13.30037519,1
1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,43.96113115,1
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,28.14840021,1
1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,2.512355746,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,20.78445553,1
1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,26.92696997,1
0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,-13.30037519,1
0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,7.992536787,1
1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,43.96113115,1
1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,14.50489253,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.14840021,1
1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,28.94778217,1
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,30.1692124,1
1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,14.50489253,1
0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,20.41461423,1
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,42.94031895,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3.733785978,1
1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,28.94778217,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,24.43542642,1
1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,14.50489253,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,20.41461423,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,26.92696997,1
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,20.41461423,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.94031895,1
0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,7.992536787,1
1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,36.22734517,1
1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,42.94031895,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,26.92696997,1
0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,34.42796321,1
0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,-5.020812192,1
1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,2.512355746,1
1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,-0.508456447,1
0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,-5.020812192,1
0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,-13.30037519,1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,6.771106555,1
1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10.79191875,1
0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,13.13505123,1
1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,6.771106555,1
0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,13.13505123,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,-0.508456447,1
1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,16.52570473,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,42.94031895,1
1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,28.94778217,1
0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,12.01334898,1
1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,26.92696997,1
0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,20.41461423,1
0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,13.13505123,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,28.94778217,1
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,34.42796321,1
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,-0.508456447,1
0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,20.41461423,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.512355746,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,-13.30037519,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,36.22734517,1
1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,33.20653298,1
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,-0.508456447,1
1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,6.771106555,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,3.733785978,1
1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,10.79191875,1
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,-0.508456447,1
0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,16.15586342,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.512355746,1
0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,37.4487754,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,20.78445553,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,3.733785978,1
1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,2.512355746,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,20.78445553,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2.512355746,1
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,33.20653298,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,2.512355746,1
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,16.52570473,1
1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,33.20653298,1
0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,-5.020812192,1
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,16.15586342,1
1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,42.94031895,1
0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-13.30037519,1
1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,16.52570473,1
0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,24.43542642,1
1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,50.24069415,1
0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,-5.020812192,1
1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,-0.508456447,1
0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1
0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,13.13505123,1
0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,3.733785978,1
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,28.94778217,1
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,6.771106555,1
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,33.20653298,1
1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,23.80526773,1
1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2.512355746,1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,48.21988196,1
1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,16.52570473,1
0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,24.43542642,1
1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,36.22734517,1
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,26.92696997,1
0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,-5.020812192,1
1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,16.52570473,1
0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,20.41461423,1
0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,7.992536787,1
1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,2.512355746,1
1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,50.24069415,1
1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,33.20653298,1
0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-9.279563002,1
0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,-5.020812192,1
0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0.712973786,1
0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,24.43542642,1
0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,13.13505123,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,50.24069415,1
0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,-13.30037519,1
0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,-9.279563002,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28.14840021,1
0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0.712973786,1
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,42.94031895,1
1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,26.92696997,1
1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,10.79191875,1
1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,28.94778217,1
1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,33.20653298,1
1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,26.92696997,1
1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,48.21988196,1
1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,-0.508456447,1
1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,14.50489253,1
0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,-13.30037519,1
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,28.14840021,1
0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12.01334898,1
0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,24.43542642,1
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.712973786,1
0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,20.41461423,1
1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,36.22734517,1
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,48.21988196,1
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,48.21988196,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,50.24069415,1
0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,24.43542642,1
0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,3.733785978,1
1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,50.24069415,1
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,37.4487754,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,42.94031895,1
0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,24.43542642,1
