"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","outcome","treated"
"0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1",9.39165478264963,1
"1","0","1","0","0","1","0","0","1","1","0","1","1","1","0","1","0","0","1","0",20.0877395540053,0
"1","1","1","1","0","1","1","0","0","1","1","1","1","0","1","1","1","0","0","1",10.1352189033118,0
"1","1","1","0","0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1",13.9211507878753,1
"0","1","0","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0",-9.92965928632116,0
"1","0","0","0","1","1","0","0","1","0","0","1","1","1","0","0","1","1","0","1",20.1259438071022,1
"1","0","0","0","1","1","0","1","1","1","1","0","1","1","0","1","0","1","1","0",13.2856650413004,0
"0","1","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1","1","1","1",-0.241591793198286,1
"1","1","0","0","1","1","1","1","0","1","1","1","0","1","0","1","0","1","0","1",4.95784677474838,0
"1","0","1","1","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","0",18.5221602567091,0
"0","1","0","1","1","1","0","0","0","0","1","1","1","0","0","1","0","0","0","1",-4.36594390808745,1
"1","0","1","1","1","0","0","0","1","1","1","1","1","0","1","0","1","0","1","0",19.6643625772462,0
"1","0","1","1","0","0","1","1","0","0","1","1","1","0","0","1","0","0","1","1",24.9034546049099,1
"1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0",19.2847771843303,0
"0","0","0","1","0","1","0","1","0","0","1","0","0","1","1","0","1","0","0","1",-0.628493964219893,0
"1","1","0","1","1","1","0","1","0","1","0","1","1","0","0","1","0","1","0","1",5.81127578598,0
"1","0","0","1","1","1","0","1","1","0","0","1","0","1","1","0","0","0","1","1",21.5589229308818,1
"1","0","0","0","0","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0",15.8475518127503,0
"1","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0",19.2122802003901,0
"1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","1","1","1","1","1",11.183709214676,0
"0","1","0","0","0","1","0","0","1","0","1","0","1","0","0","0","0","0","1","1",-6.15382608247629,1
"1","0","0","1","0","0","0","1","1","1","0","1","0","1","1","1","1","0","1","1",13.541825736956,0
"0","0","1","0","1","1","0","0","0","1","1","0","1","1","0","0","0","1","0","1",3.85770591590674,0
"1","0","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","0","0","1",13.3221163215136,0
"1","0","0","0","1","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1",21.6752777411518,1
"0","1","0","1","1","0","0","1","1","0","1","0","1","1","0","0","1","0","0","0",-5.12363305299499,1
"0","0","0","0","0","1","1","0","0","1","0","0","0","1","1","0","0","1","0","1",4.75800825944189,1
"1","1","1","0","0","0","0","1","1","1","1","1","0","1","0","0","1","0","1","0",8.24810490606401,0
"1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","0","1",10.2355626839074,1
"1","0","1","1","0","0","1","1","0","0","1","0","1","0","1","1","0","0","0","1",26.8545849139152,1
"0","1","0","0","0","1","1","1","1","0","0","1","0","0","1","1","1","0","1","1",-4.81911269689595,1
"1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1",8.37293570002579,1
"0","0","0","1","1","0","0","1","0","0","1","1","1","0","0","1","1","0","1","0",-0.332035479264696,0
"1","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0",20.0468919753486,0
"1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","0",27.1183038205739,1
"0","0","1","0","0","0","0","1","1","0","0","1","1","1","1","0","1","0","1","1",9.53504966075425,1
"0","0","1","0","0","0","1","0","0","1","0","0","1","0","1","0","1","0","1","1",4.03946895805496,0
"1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","1","0","1","0",12.9441528321772,0
"0","1","0","0","1","1","0","1","0","1","1","1","0","1","1","0","1","1","0","0",-4.03731231134213,1
"1","0","1","0","1","1","1","1","1","0","0","1","1","0","1","1","0","1","0","0",19.913105415891,0
"0","1","1","1","1","1","0","0","1","0","1","0","0","0","0","0","1","1","0","0",0.592195571703029,1
"0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0",5.70846489149331,1
"1","0","1","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0",25.6752640779328,1
"0","1","0","0","1","1","0","1","1","1","1","0","1","0","1","0","0","1","0","1",-9.37310747209228,0
"0","0","1","1","0","0","0","0","1","0","1","1","1","1","1","1","0","0","0","1",4.53801257049504,0
"0","1","1","1","0","0","0","1","0","1","1","1","1","1","0","1","1","0","0","1",-4.4596834080216,0
"0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0",5.52429146358714,1
"0","0","1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0",8.47182883080389,1
"1","1","1","0","1","1","1","1","1","1","0","1","0","0","0","1","1","1","0","0",14.7112757873323,1
"0","1","1","0","1","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0",-1.896004679577,1
"0","1","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0",-5.07041386074309,1
"1","1","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","1","1",15.7986143273554,1
"0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","0","0","1",-0.142705857363609,1
"1","0","0","1","0","1","1","1","1","1","0","1","1","0","1","1","0","0","1","0",12.7102892506452,0
"1","1","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","1",14.4064008036258,1
"0","1","0","0","0","0","1","1","0","1","1","0","0","1","0","0","1","1","0","1",-10.5827623887477,0
"0","0","1","0","0","0","1","0","0","0","1","1","0","0","1","1","1","1","0","1",9.2932477482104,1
"1","1","0","1","0","0","1","1","0","1","0","1","0","1","0","0","0","1","1","0",5.13328147288926,0
"1","1","0","1","1","0","1","1","0","0","1","1","0","0","1","0","0","1","1","0",6.6148867995975,0
"1","0","0","1","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0",15.1072347809728,0
"1","1","1","1","0","0","0","1","1","0","0","0","0","0","1","1","1","0","0","0",13.564230781962,1
"0","1","1","1","0","1","1","1","0","1","0","1","0","0","0","1","1","0","1","1",-5.31881954421138,0
"1","0","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1","1",20.7814831167986,0
"1","0","0","0","1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0",19.6872516456627,1
"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1",16.186841798624,0
"0","0","1","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","1",9.3675606923653,1
"1","1","0","1","1","0","0","0","1","1","0","1","0","0","1","1","1","1","0","1",8.86313000685774,1
"1","1","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","1","1",6.21084626274014,0
"0","1","1","1","0","1","0","1","1","1","0","1","0","1","0","0","0","1","0","0",-0.243498243130794,1
"1","0","1","0","0","0","0","0","1","0","1","1","0","1","0","1","1","1","1","1",25.2429268264406,1
"0","1","0","0","0","0","1","1","1","1","0","0","1","0","1","0","1","1","1","0",-6.27928627212733,1
"0","1","0","0","0","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0",-5.79281213013902,1
"1","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","1","1",5.93488337786489,0
"0","1","0","1","0","0","0","0","1","1","0","1","1","1","0","1","0","1","1","0",-4.95381725365266,1
"1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","1","0",13.3593195371994,0
"0","1","0","1","1","1","1","0","0","0","1","1","0","1","1","0","0","1","0","0",-3.9761204669269,1
"1","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","0","0","1",20.086718043792,1
"0","0","0","1","0","1","1","0","0","0","1","0","1","1","0","1","1","0","1","0",4.29879470158802,1
"0","1","0","1","0","1","0","0","1","0","1","1","0","1","1","1","1","1","0","1",-4.9013259146075,1
"1","0","0","1","1","1","1","0","1","0","0","0","1","0","0","0","0","1","1","1",14.8912787487028,0
"1","0","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","1","1","0",24.671287357659,1
"0","0","0","1","0","1","0","1","1","1","1","1","1","0","0","1","0","1","0","0",2.64599955251041,1
"1","0","1","1","0","1","1","1","1","1","0","1","1","0","0","1","1","1","0","0",23.8529076406275,1
"1","0","0","1","1","0","0","0","1","1","1","1","0","1","0","0","1","1","1","0",13.6869146508747,0
"1","0","1","0","1","1","1","1","1","0","1","0","0","0","1","0","0","1","1","1",19.8046699009282,0
"0","1","0","0","1","1","0","0","0","1","1","1","1","0","1","0","1","0","1","1",-10.5837151504976,0
"1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","1","0","1","0","0",9.33334590903547,0
"0","1","1","1","0","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0",-5.20872117117602,0
"0","1","1","0","0","0","1","0","0","0","0","1","1","0","1","1","0","1","0","0",-2.48206698181174,1
"1","1","1","1","1","0","1","1","0","0","1","1","0","1","0","1","0","1","1","0",14.7070670954912,1
"0","1","1","0","0","0","0","0","1","0","1","0","0","1","0","1","1","1","0","0",-5.80718202172955,0
"1","0","1","0","0","1","1","0","1","0","0","1","1","0","1","0","0","1","0","0",24.9590377770429,1
"1","1","0","1","1","1","0","1","0","1","1","0","1","1","1","0","0","1","0","0",5.22516251535324,0
"1","1","1","1","0","0","0","0","1","1","0","0","1","0","1","0","0","1","0","1",16.9854727148543,1
"1","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1",15.0457647208398,0
"0","0","1","0","1","1","0","1","1","1","0","1","0","1","0","1","0","1","1","0",9.53850996467812,1
"0","0","1","1","1","1","0","1","0","1","1","0","0","0","1","0","0","0","0","0",4.79789743312063,0
"1","0","1","0","0","0","0","1","1","1","0","1","0","1","0","1","0","1","0","0",19.6283451137878,0
"1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0",4.80200989744907,0
"0","1","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","1","1","1",-10.6366191148794,0
"0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","1","0",6.92551925158889,1
"0","0","1","0","1","0","1","1","1","0","0","1","1","0","0","1","0","1","1","0",11.2188984868721,1
"0","1","1","1","0","1","0","1","0","1","1","1","0","0","0","0","1","0","0","1",-1.58082058919338,1
"0","0","1","0","0","1","1","1","1","0","0","1","0","0","1","0","1","0","1","1",10.2062962375035,1
"1","1","0","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0",6.22088344715394,0
"1","0","0","1","1","1","1","0","0","1","1","0","1","1","1","0","1","1","0","1",15.9528767372476,0
"0","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","1","1","0","0",0.461712174386549,0
"1","1","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0","1","0","1",3.08395439101041,0
"0","0","0","1","1","0","1","0","1","1","1","1","1","0","0","1","1","0","1","1",5.24099826277113,1
"0","1","0","0","0","1","1","1","0","1","0","0","0","1","0","1","1","1","0","1",-4.82396591627552,1
"0","1","0","0","0","1","0","1","1","0","0","0","1","0","1","1","1","1","0","1",-4.65781954751882,1
"1","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","1","0","1","0",6.21603289405013,0
"0","0","1","1","1","1","1","1","0","0","1","0","1","0","1","0","0","1","1","0",3.80460415450185,0
"1","0","1","0","1","0","1","0","0","0","0","1","1","1","0","0","1","0","0","0",21.7274415274613,0
"1","1","0","0","1","1","0","0","1","1","1","1","0","0","0","0","0","0","0","1",9.22989797097626,1
"1","1","1","0","0","0","1","1","1","0","0","1","0","1","0","1","0","0","1","1",14.510973442312,1
"0","1","0","1","1","1","0","1","1","0","1","1","0","1","1","1","1","1","0","1",-4.43701634468224,1
"0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0",-0.637723017266667,0
"1","1","1","0","1","0","0","1","1","0","1","1","0","0","0","1","1","0","1","1",15.2693158263004,1
"1","0","0","1","0","1","0","0","0","0","0","1","1","1","0","1","1","0","0","1",21.9488477869808,1
"0","1","0","0","1","0","0","1","0","1","1","0","0","0","1","1","1","0","1","1",-10.2468908761061,0
"0","0","1","1","0","0","0","1","1","1","1","0","1","0","1","0","0","1","1","1",10.675048714995,1
"0","0","1","0","0","0","0","1","1","1","1","0","1","0","0","1","0","1","0","0",6.14768930776784,0
"0","0","1","1","1","0","0","0","0","0","1","1","0","1","1","0","1","1","1","0",10.5454828281596,1
"1","1","0","0","1","1","0","0","0","1","1","1","0","0","1","1","0","1","1","0",10.7817168432568,1
"1","0","0","1","1","1","1","0","1","0","1","1","0","1","1","1","0","1","1","1",14.0835926290958,0
"1","1","1","0","1","1","1","0","0","0","1","1","0","0","0","1","0","0","0","1",15.1775581697423,1
"1","1","1","0","1","1","0","1","0","0","0","0","1","0","1","1","1","0","1","1",9.95094825750773,0
"0","1","0","1","0","0","1","1","1","0","1","0","0","0","1","0","1","0","0","0",-11.6376141133926,0
"1","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","1",3.98939584971807,0
"1","1","0","0","1","0","0","0","1","1","1","1","1","0","0","1","1","1","0","0",4.03145928794479,0
"1","0","0","1","1","1","1","1","1","0","1","1","1","1","1","0","1","1","1","0",14.5846292720842,0
"0","1","0","0","0","1","1","0","0","1","1","0","0","1","0","0","1","0","1","1",-7.20102330622667,0
"0","0","1","0","0","0","1","1","0","1","0","0","0","0","1","1","1","1","0","0",3.56999771047651,0
"0","0","0","1","0","0","0","1","1","0","1","1","0","0","1","0","1","0","1","1",-0.435540876586994,0
"1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0",18.7451897893272,1
"1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1",4.93111033690305,0
"0","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","1",6.73311044916681,1
"0","1","0","1","1","1","1","1","0","1","0","1","0","1","0","1","1","1","1","0",-9.10783354004266,0
"1","1","1","0","0","0","0","0","1","1","0","1","0","1","1","1","0","1","1","0",8.77498433564874,0
"1","1","1","0","1","1","1","0","1","1","0","0","1","1","0","1","0","1","0","0",15.9830626111944,1
"1","1","1","1","0","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1",13.3816061720785,1
"1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","1","0",3.58806419626269,0
"0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0",-0.281262638243267,0
"0","0","0","1","0","0","1","0","1","0","0","1","1","1","0","1","0","1","1","0",-0.17417894525853,0
"1","1","0","1","0","0","1","0","0","1","1","1","0","0","0","1","0","0","1","1",6.89752375963656,0
"1","0","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","0",21.0109600042633,1
"0","0","0","0","1","1","0","0","1","0","0","0","1","0","1","0","1","0","0","1",3.54663023276499,1
"0","1","0","0","0","0","1","0","1","0","1","0","1","0","0","1","0","1","1","0",-9.83535451254175,0
"0","1","1","1","0","1","0","1","0","0","0","1","0","1","1","1","0","0","1","1",1.05643976573835,1
"0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","0","1","1","0","1",-9.93893961141083,0
"0","0","0","1","1","0","1","1","0","1","0","1","0","1","1","1","1","1","1","1",4.08484987455567,1
"1","1","1","1","1","0","1","1","0","0","0","1","1","0","1","0","0","0","1","0",9.9044083152676,0
"1","1","1","0","0","1","1","1","1","0","0","1","0","0","1","0","1","1","0","0",14.0957887705135,1
"1","0","1","0","0","1","1","0","0","0","1","0","1","0","1","1","0","0","1","0",25.9095766961,1
"0","1","1","0","1","1","0","1","1","0","0","0","0","1","0","1","1","1","1","0",-3.69063791338619,0
"0","1","0","1","0","1","0","0","1","0","0","0","1","0","1","0","0","0","1","1",-8.99201216201724,0
"0","0","1","1","1","1","1","0","1","0","0","1","1","0","1","1","1","0","1","1",6.39892714618233,0
"1","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1",20.7276760165086,1
"0","1","1","0","0","1","1","0","0","0","1","0","0","1","1","0","1","0","0","0",-3.69193541491661,0
"1","0","0","0","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0",15.9034433129856,0
"1","1","0","1","1","1","0","0","1","0","1","0","0","0","0","1","0","1","0","1",5.1990803422094,0
"0","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1",4.2975771387456,0
"0","0","0","1","0","1","1","1","1","0","1","1","1","1","0","1","0","0","1","0",-0.515011094545214,0
"1","0","0","0","1","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0",16.1839055509714,0
"0","1","0","1","0","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1",-11.5597831246105,0
"1","0","0","0","0","1","0","0","0","1","1","1","1","1","1","0","0","1","1","0",21.1350388839545,1
"0","1","1","0","1","1","1","0","1","1","0","1","0","1","1","0","1","0","1","1",-6.15208463529555,0
"1","1","0","0","0","1","0","1","0","0","1","0","1","0","1","0","1","0","0","1",10.3531817228394,1
"1","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","0","0","1","0",15.7741872517992,1
"1","1","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","1",9.78097552506719,1
"0","0","1","0","1","0","0","0","1","0","1","1","0","1","0","1","0","1","0","0",10.4693935751246,1
"0","1","0","0","0","0","0","1","0","1","1","1","1","0","1","0","1","1","0","0",-10.3762535160483,0
"0","1","1","1","1","1","0","0","1","1","1","0","1","1","0","1","0","0","0","1",-1.25627080796272,1
"1","1","1","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","1","1",9.55717597847325,0
"1","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","0","1","1",21.2374579917806,0
"1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","1","1","1",10.017045799288,0
"1","1","0","1","1","0","1","1","1","1","0","0","1","0","1","0","0","0","1","1",5.51058045830976,0
"1","1","1","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0",14.3160461121517,1
"1","0","1","1","1","1","0","0","1","1","1","0","1","1","1","1","0","0","0","0",23.452902630161,1
"1","1","0","1","1","0","0","1","0","0","0","0","0","1","0","1","1","1","1","1",12.6042109771507,1
"0","0","0","0","1","0","1","1","1","0","1","1","1","0","0","0","1","0","0","1",5.4011011587949,1
"0","1","1","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","0","1",-4.59125939835991,0
"1","1","1","0","0","0","0","1","0","0","1","0","0","0","1","0","1","1","0","0",16.3005192831992,1
"1","1","0","0","0","1","1","1","0","1","0","0","0","1","0","0","1","0","0","1",4.98042473535516,0
"1","0","0","1","0","1","0","0","1","1","0","1","1","1","0","0","0","0","0","1",20.8547657380192,1
"0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","1","1","0","0","1",-9.47246210146355,0
"1","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0",9.73746332674846,0
"1","1","0","1","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0",3.34152842820243,0
"1","1","0","0","0","0","1","1","1","0","0","0","0","1","0","0","1","0","1","0",4.07764529500972,0
"0","1","0","0","0","0","1","1","0","1","0","1","0","1","1","0","0","1","1","0",-4.26859125252439,1
"1","1","1","1","0","1","1","1","1","1","0","0","0","0","0","1","0","0","1","1",9.63501779473106,0
"1","1","1","1","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0",11.8733397075862,0
"1","0","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1",14.1515467360024,0
"0","0","1","1","0","1","1","0","0","0","1","1","0","1","1","0","1","1","0","1",5.7902655346323,0
"0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","1","1","1",4.80667174159347,1
"1","1","1","0","1","1","1","0","1","1","1","0","0","1","1","1","1","0","0","1",8.78809346809255,0
"0","0","0","1","1","0","1","1","0","1","0","1","0","1","0","0","0","1","0","0",3.97881050752354,1
"0","0","0","1","1","1","1","0","0","1","1","1","1","0","1","0","0","1","0","0",5.20711543734422,1
"1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",21.1450565120361,1
"0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0",1.03926159217368,0
"0","0","0","0","1","0","1","1","0","0","1","1","1","1","1","1","0","1","1","1",-0.85278768995034,0
"0","0","0","1","0","1","1","0","1","1","1","0","1","1","0","0","1","1","1","1",4.80678574285549,1
"1","0","1","1","1","1","0","0","0","0","1","0","1","1","0","0","0","1","1","0",20.7924568352879,0
"0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","0","1",10.8476690618097,1
"0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","0","1","1","1",0.862328751305061,0
"0","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","1","0","1","1",-5.51692589483635,0
"0","0","1","0","1","1","1","1","0","0","0","1","1","1","0","1","1","1","0","0",3.90655103182133,0
"0","0","1","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0",4.35008671847797,0
"1","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0",11.8359319427555,0
"0","1","1","1","1","0","1","0","1","0","0","1","1","0","1","0","1","1","1","1",-4.44423881009487,0
"0","0","1","1","0","0","0","0","1","0","1","1","1","1","0","1","1","0","0","0",11.604096337416,1
"1","1","0","0","0","0","0","1","1","1","1","0","1","0","0","0","1","1","0","0",11.181402215712,1
"0","1","1","0","1","1","1","0","1","0","0","1","1","0","0","1","0","1","0","1",-6.48024521781405,0
"1","1","1","1","1","0","1","1","0","1","0","0","0","0","1","0","1","1","0","0",15.956397241223,1
"1","0","0","0","1","0","1","1","1","1","0","0","1","0","1","0","0","1","0","1",20.778903205147,1
"1","0","0","1","1","1","1","1","1","1","0","1","1","0","0","1","1","0","1","0",15.3780334085284,0
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","1","1","0","0",12.0210495467805,0
"0","1","0","1","0","1","0","0","1","1","1","0","1","0","0","0","0","1","0","0",-8.85847894535661,0
"1","0","0","1","0","1","1","0","0","0","1","1","1","1","0","1","1","1","1","1",20.3083076724386,1
"1","1","0","0","0","1","0","1","1","0","0","1","1","1","0","1","1","0","0","1",10.2051665028326,1
"0","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","1","1","0",-4.11214297990745,0
"1","0","1","0","1","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0",25.4091540955721,1
"1","0","1","1","0","1","0","0","1","0","1","1","1","1","0","1","0","1","0","0",25.6653153196192,1
"1","1","0","0","0","0","0","0","1","1","1","0","0","1","1","1","0","0","0","0",5.59903926940631,0
"0","1","0","1","1","0","1","1","1","0","1","1","1","0","1","1","0","0","0","0",-4.10276466637379,1
"0","1","1","1","1","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0",-0.495941310713606,1
"1","1","0","1","0","1","1","0","1","1","1","1","0","1","1","1","1","1","0","1",5.48483633067964,0
"1","0","0","0","0","1","0","1","1","0","1","0","0","0","1","1","0","0","0","0",17.5760813540235,0
"0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","1","0","1","1",-5.9648100344176,0
"0","0","1","1","1","0","1","0","1","1","1","0","1","1","1","0","1","1","0","0",5.26277710772303,0
"0","1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","0","0","0","0",0.779419762638706,1
"1","1","1","0","0","0","0","1","1","1","1","1","1","0","1","0","1","1","0","0",11.0041807507464,0
"1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1",14.485585123201,1
"1","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1",14.6637868983545,0
"1","1","0","1","0","0","0","1","1","0","1","1","0","0","0","1","0","0","1","0",3.73717439610022,0
"0","1","0","0","0","0","1","0","1","1","1","1","0","1","0","0","1","1","1","1",-2.85360981179474,1
"1","0","1","0","0","0","0","0","0","1","0","1","0","1","1","0","0","1","1","0",18.861916712344,0
"0","0","0","1","1","0","0","0","1","1","1","1","0","1","1","0","1","1","1","0",6.11870662371251,1
"0","0","1","0","0","0","1","1","1","1","1","0","0","1","1","1","1","0","1","1",5.92938426864744,0
"0","1","0","0","0","0","1","1","0","1","0","1","1","1","1","1","0","1","0","0",-2.86243084947133,1
"0","1","0","0","1","0","1","0","1","0","0","1","1","1","0","1","0","1","1","1",-9.37994890531676,0
"1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1",9.70991234831358,0
"1","0","0","0","1","1","0","0","0","0","0","1","1","1","1","1","1","0","0","1",14.193655223225,0
"0","0","1","1","0","1","0","1","1","0","1","0","0","0","1","1","0","1","0","1",5.5611772522978,0
"1","0","0","1","1","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0",19.4013434923014,1
"1","1","1","0","1","1","1","0","1","0","0","1","1","0","1","1","1","0","0","1",16.2418328567421,1
"0","0","1","1","1","1","0","0","1","1","0","1","1","0","0","1","0","1","0","1",10.2999036909147,1
"0","1","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","0","0","0",-10.8372340715177,0
"0","0","0","1","0","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0",5.6187168418234,1
"0","0","1","0","0","1","0","0","0","1","1","0","1","1","1","1","1","1","0","0",3.40366516603921,0
"0","1","1","1","0","1","1","0","0","1","1","0","0","1","0","1","0","1","1","1",-0.70074648864282,1
"0","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","1","0","0","0",-0.0305455555245961,0
"0","0","1","0","1","1","1","1","1","0","1","1","1","1","1","0","0","0","1","1",10.2910155442496,1
"1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","1","1","1","1","0",20.5088826168982,0
"1","1","1","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","1","1",15.9082203760021,1
"1","1","1","1","0","1","1","0","0","0","0","1","1","0","0","1","1","0","1","1",15.1051730854024,1
"1","0","0","1","0","0","1","1","0","1","1","0","0","1","0","0","0","1","0","0",18.5626925863675,1
"0","1","1","1","1","0","0","1","1","0","0","1","1","0","1","1","0","0","0","1",-1.02325954426534,1
"0","1","1","0","0","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0",-4.92635508605428,0
"0","1","0","1","0","1","1","1","0","1","1","1","1","1","0","1","0","1","0","1",-9.7646854951605,0
"1","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0","0","1","0",4.43628767869938,0
"1","0","1","1","0","0","0","0","0","1","0","1","0","1","1","1","1","1","1","1",22.3978321885043,0
"1","0","1","1","1","1","1","1","0","1","0","0","1","1","0","0","0","0","0","0",20.0744623948284,0
"0","1","0","1","1","1","0","1","1","0","0","0","1","1","1","0","0","0","0","0",-4.25976053234028,1
"1","1","0","1","1","1","1","0","0","0","1","0","0","0","0","1","0","0","1","1",9.53345345412637,1
"0","1","1","1","0","1","1","0","0","1","1","0","1","1","1","0","1","1","0","0",0.69208755831019,1
"1","1","1","1","1","1","0","0","1","0","0","0","1","1","1","0","1","1","1","0",15.7621558990663,1
"1","1","1","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0",10.9612791189155,0
"0","1","0","0","0","1","0","1","1","0","1","1","1","0","1","0","1","1","0","1",-6.43936226417447,1
"1","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0",9.64142608530974,1
"0","0","0","1","0","1","0","1","0","1","0","1","0","1","0","1","1","1","1","0",4.11918460996669,1
