"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","outcome","treated"
"1","0","0","1","1","1","0","1","1","1","0","0","0","1","1","1","0","1","0","1","0","0","0","0","1","0","1","0","1","1",16.2670627183231,0
"1","1","0","0","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","1","0","1","1","0","1","0","0","0","1","0",5.12628870031494,0
"1","0","0","1","1","0","1","0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","0","1","1","1","1","1","0","1",15.638060493867,0
"1","0","0","1","1","0","0","0","1","1","1","0","0","0","0","0","1","0","1","1","1","1","1","1","1","0","0","1","1","0",19.2428472530143,1
"0","1","1","1","0","0","0","1","0","0","1","1","1","0","1","1","0","0","0","0","1","0","1","1","1","0","1","1","1","0",-1.20510828291876,1
"1","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","1","1","1",20.2495157703563,1
"0","0","0","1","1","0","0","1","1","1","0","1","0","1","1","0","1","1","1","0","0","1","1","0","0","1","1","0","0","0",-1.92840570830803,0
"0","1","0","1","1","0","0","1","0","1","1","1","0","1","0","1","1","0","1","0","1","0","1","1","1","1","1","0","0","1",-3.47918657380308,1
"1","1","1","1","1","1","0","1","1","0","1","1","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0",10.1225378130095,0
"1","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","0",10.7184150730172,1
"0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","1","1","1","0","1","0","1","0","0",-1.14867189930532,1
"1","1","1","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","0",11.4342295355547,0
"0","1","0","0","0","1","0","1","0","0","0","1","1","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","1",-8.93132362897897,0
"1","0","0","0","1","1","1","0","1","0","1","0","0","0","0","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0",18.7907210325678,1
"0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","1","1","1","1","1","1","0","1","1","1","0","1",-6.38723299895981,0
"1","0","0","1","1","0","1","0","0","0","1","1","1","1","1","0","0","1","0","1","0","1","0","0","1","1","1","1","0","0",19.6209475464009,1
"1","0","1","1","0","1","0","1","0","0","0","1","0","1","0","1","1","1","0","0","0","1","1","1","1","0","1","1","0","0",25.710294241021,1
"1","0","0","1","0","1","1","0","0","1","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","1","0","0","1","0",14.5222467444872,0
"0","0","1","1","0","1","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","1","1","1","0",5.08346163470578,0
"0","1","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","1","1","1","1","0","0","0","1","0","0","1","1","0",-4.94154258159816,1
"0","1","0","0","1","0","1","1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","0","0","0","1","0","0","1","0",-4.96003327467667,1
"0","0","1","1","0","0","1","0","0","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1",10.5184858462912,1
"0","0","1","1","1","1","0","1","1","0","1","0","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0",10.4130415520599,1
"0","0","1","0","0","1","1","0","0","1","1","0","0","1","1","1","0","1","0","0","0","1","1","1","0","1","0","0","1","1",11.6573029695705,1
"0","0","0","0","0","1","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1",1.23709748130354,0
"0","0","0","1","1","1","1","0","0","1","1","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0",5.05203638875238,1
"0","1","0","1","0","0","1","1","1","1","1","0","1","1","0","0","1","1","0","1","1","0","1","0","0","1","0","0","0","1",-10.5870378720762,0
"1","0","1","0","0","1","0","1","0","1","1","0","1","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1","0","0",20.2772421783177,0
"1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","0","1","0","0","1","0",9.1347296001529,0
"0","1","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1",-11.3349180744086,0
"1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","1","1","0","1","1","0","1","1","1","0","1","0","1",23.3093482469821,1
"0","1","0","0","0","1","1","0","1","0","0","0","1","1","1","1","1","1","1","1","0","1","0","1","0","1","0","1","1","0",-3.74723538888113,1
"1","0","1","0","0","1","0","0","0","1","0","1","0","1","0","1","0","0","1","0","0","1","0","0","1","1","1","1","1","1",26.6586305356262,1
"1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","0","0","0","0","1","1","1",10.2623842330297,0
"0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","1","0","1","1","1",-1.14682597499185,1
"0","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","1","1","1",-9.65370162585648,0
"0","0","0","1","1","1","1","0","1","0","1","1","0","0","0","0","1","1","0","1","0","1","1","0","0","1","0","1","0","1",3.68846463277027,1
"1","1","1","1","0","1","1","0","0","0","1","0","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1",14.4016660321313,1
"1","1","0","0","0","1","1","1","1","1","0","1","1","1","0","1","0","0","1","0","0","1","1","0","1","0","1","1","0","1",8.94575818967412,1
"1","1","0","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1",6.25440527303102,0
"0","0","1","0","0","1","1","0","1","1","0","0","0","0","1","1","1","1","1","0","1","1","0","0","1","0","0","1","1","1",10.4307711620318,1
"1","0","1","1","0","1","0","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","0","1","1","0","0","0","1","1",19.6660039650408,0
"0","0","1","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","0","1","1","1","1","1",4.64128501232525,0
"1","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","1","1","1","0","1","0","0","0","0","1","1",2.67105219184262,0
"1","0","0","1","0","1","0","1","0","1","1","1","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","1","1",15.0615929758067,0
"0","1","0","0","0","0","1","1","1","1","0","0","1","0","1","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1",-5.96416293898713,1
"0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","1","1","1","1","0","1","0","0","1","0","0","1","1","0","1",-9.62021116631449,0
"1","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","1","1","0","1","0","1","0","0","0","0","1",24.5041529117647,1
"0","0","1","0","1","0","1","1","1","1","0","1","1","1","0","1","0","1","0","0","1","1","1","0","1","0","0","1","0","0",5.42467348471455,0
"0","0","1","0","0","1","1","1","0","0","0","0","0","1","0","0","0","1","1","0","1","0","1","0","0","1","1","1","1","0",8.63517947668283,1
"0","1","1","0","1","1","0","0","1","1","1","0","1","1","0","1","1","0","0","1","1","0","0","0","1","0","1","0","1","0",-5.80212362403808,0
"1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","1","0","1","1","1","1","0","0","0","0","1","1","1",19.947210530289,1
"0","0","0","0","1","0","0","1","0","0","0","0","1","1","1","0","0","1","1","1","0","1","0","1","1","1","1","0","0","1",0.400956832785592,0
"0","0","1","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","1","1","0","0","1","1","1","0","0","0","0","1",9.306517174083,1
"1","1","0","1","1","1","0","0","0","0","0","1","1","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0",4.18025306095747,0
"1","0","0","1","0","0","1","1","1","0","1","0","1","1","0","0","1","0","1","0","1","1","1","1","0","1","0","0","1","1",15.908812629527,0
"0","1","0","0","1","1","0","1","1","1","0","1","1","0","0","1","0","1","0","1","0","1","1","0","1","1","0","1","1","0",-9.77064608878878,0
"1","0","0","0","1","0","1","1","0","1","1","0","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1",19.268734605105,1
"0","0","1","0","1","0","0","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","0","0","1","1","0","1","1",9.2790690991323,1
"0","0","0","1","1","1","1","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","1","1","0","0","0","1","1","0",5.97384242799864,1
"1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","1","1","1","1","0",19.2219171015258,1
"1","0","0","1","1","1","1","1","0","1","1","1","0","1","1","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0",21.3963088033906,1
"0","1","1","0","1","1","0","1","0","1","1","0","1","1","1","0","0","1","1","1","1","0","1","1","1","0","0","0","1","1",-1.49066518556208,1
"0","1","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","1","1","0","1","1","0","0","1","1","1","1",-5.48962192822575,1
"1","0","1","0","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","0","1","0","1",19.0415220015372,0
"1","1","1","0","0","1","1","1","0","0","1","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","1","0","0","1",11.4348159736475,0
"0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0","1","1","1","0","1","0","1","1","1",1.11109275378819,0
"1","1","0","0","1","0","0","0","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0",10.6810836692178,1
"1","1","1","1","1","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","1","1",17.6167564070976,1
"1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","0","1","0","0","0","1","0","1","1","0",9.9394981413506,1
"1","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","0","1","1","0","0","0","1","0","0","0","0","1","1","1",4.00651631592274,0
"0","0","1","1","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1","1","0","0",5.47555542873073,0
"1","1","1","0","1","1","0","0","1","1","1","1","0","1","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","1",15.9079482612274,1
"0","1","0","1","0","0","0","0","1","0","0","1","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","1","1","1",-11.4478667976484,0
"0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","1","1","0","1","1","0","0","0","1","0","0","1","1","0",5.66080643231404,1
"1","1","1","1","0","1","0","1","1","0","1","0","1","1","0","1","0","1","0","1","0","0","1","0","1","0","1","1","1","1",9.08441447806039,0
"1","0","0","1","0","1","0","0","1","0","1","0","1","0","1","0","0","0","0","1","1","0","0","1","1","0","1","1","0","0",20.4615638450168,1
"0","1","1","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","0","1","0","0","0","0","0",-7.29456209096495,0
"0","0","1","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","1","1","0","0","1","1","0","0","1","1","0",5.12194985806851,0
"0","1","1","0","1","0","1","1","0","1","1","0","0","1","1","1","0","0","1","1","0","1","0","0","0","1","1","1","0","0",-0.239897581117066,1
"0","1","1","0","1","1","1","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","0","0","1","1","1","0","1","0",-7.11253608209457,0
"0","0","1","0","1","1","0","1","0","1","0","1","1","0","1","1","0","0","1","0","1","0","1","1","1","0","0","1","1","1",10.9051186247584,1
"1","0","0","1","0","1","0","1","0","1","0","1","1","0","0","0","0","1","0","0","0","0","1","0","1","1","1","1","1","1",15.7098557079053,0
"0","0","1","0","1","0","1","0","1","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","0","1","1","0","1","0",10.192413794237,1
"1","1","0","0","0","0","1","0","0","1","0","0","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",10.7070602406037,1
"0","1","1","1","0","1","0","0","1","0","0","1","1","1","0","1","1","1","0","0","1","0","0","0","0","1","1","1","1","0",-5.28132519058714,0
"0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0",2.53012074338842,1
"1","1","0","1","1","0","1","1","0","0","0","1","0","1","0","1","1","1","1","0","0","1","0","1","0","0","1","1","0","0",4.30682345203326,0
"1","0","0","0","0","0","1","0","1","0","1","0","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0",14.4493099763479,0
"1","1","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","0",9.00806015673175,1
"1","0","0","1","0","0","1","1","0","0","0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1","1","1","1","0",19.3961170264961,1
"1","0","0","0","1","0","0","1","0","1","1","0","0","1","0","1","1","1","1","1","1","0","1","0","0","0","1","1","1","0",19.2329615034539,1
"0","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","1","1","0","1","0","0","1","0","0","1","0","0",3.90832152120484,0
"0","1","0","0","1","1","0","0","0","1","0","0","1","0","1","1","0","1","1","1","0","1","1","1","0","0","1","0","1","1",-8.59895834985673,0
"1","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","1","0","1","0","1","1","0","0","1",14.9948964501813,0
"0","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","0","1","0","0","0","1","1","1","0","1","0",-4.56513895047858,0
"1","1","1","0","1","0","0","1","1","1","0","0","1","0","1","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0",10.9597927232883,0
"0","0","1","1","1","0","0","1","0","1","1","0","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0","0","1","1",9.72933460040354,1
"1","1","1","1","1","0","1","0","0","1","0","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0",9.46332305555291,0
"1","0","0","1","1","0","1","1","1","0","0","0","0","0","1","1","0","1","0","1","1","0","1","1","1","0","0","0","1","1",14.0883841627258,0
"0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","1","1","0","1","0","1","0","0","0","1","0","1","1",0.53406691360877,0
"0","0","0","0","0","1","0","0","1","1","1","0","0","1","1","1","1","1","0","1","0","1","1","0","0","0","1","0","1","1",-1.60475760856323,0
"0","0","0","1","0","0","1","1","0","0","1","0","1","1","1","0","0","1","0","0","1","0","1","0","0","1","0","0","0","0",-0.399410895595736,0
"1","1","1","1","1","0","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","1",14.2858241284055,1
"0","1","0","1","1","1","1","1","0","0","0","1","0","0","1","1","0","1","0","1","1","1","0","0","1","0","0","0","1","0",-9.14907039259231,0
"1","0","1","1","1","1","1","0","0","1","0","0","1","0","0","1","1","0","1","1","0","1","1","1","1","0","0","1","1","1",24.984294671918,1
"1","1","0","0","0","1","1","0","0","1","0","1","1","0","0","0","1","0","1","0","1","0","0","0","1","0","1","0","1","1",11.5536904339177,1
"1","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","0","1","1","0","1","0","1","0","1",14.7117812368112,0
"0","1","1","0","1","0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","1",-0.341228961332125,1
"1","0","0","0","0","0","1","1","1","0","0","1","0","1","1","1","0","0","1","1","1","1","0","0","1","1","1","0","1","1",20.5251896135289,1
"0","1","1","1","0","0","1","1","1","1","0","0","0","1","1","0","0","1","0","1","1","1","0","1","1","1","0","0","0","0",-0.736295251833512,1
"1","0","0","1","1","0","1","0","1","1","0","1","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","0","1","0",14.3532754778845,0
"0","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","0","1","1","0","1","0","0","1","1","1","1","1",-9.91130231857255,0
"1","0","0","0","0","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1",13.1467030389179,0
"0","0","1","0","1","1","0","1","0","1","0","1","0","0","0","1","0","1","0","1","1","0","0","0","0","0","1","0","0","0",5.32433013914791,0
"1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","1","1","1","0","0","0","1","0","1","1","0","1","1","0","1",9.52476255421598,1
"1","0","1","0","0","0","0","0","1","0","1","1","0","1","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0",26.3560075895778,1
"1","1","1","0","0","1","0","0","1","0","1","1","0","0","0","1","1","0","1","1","1","0","1","0","1","1","1","1","0","1",15.4193256924723,1
"1","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","0","1","0",15.4507981693258,1
"0","0","0","0","1","0","1","0","1","1","1","0","0","0","0","0","1","0","0","1","1","1","1","0","0","1","1","0","0","0",4.93281548153012,1
"0","0","1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","0","0","0","1","1","0","0","0","0","0",4.47782291161317,0
"0","0","1","0","0","1","1","0","1","1","0","0","0","1","1","0","0","1","0","0","1","1","1","0","1","0","0","0","0","1",10.1526080392465,1
"1","1","0","0","0","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","1","1","0",10.8918580600593,1
"1","1","1","0","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","1","0","1",9.7133036860474,0
"0","0","1","1","0","1","1","1","0","0","0","0","1","1","0","0","0","1","0","1","1","0","1","1","1","0","0","1","1","0",10.476810961742,1
"0","1","0","1","0","0","1","1","0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0",-11.6793735119016,0
"1","0","0","0","1","1","0","1","1","0","1","1","0","0","1","0","0","1","1","1","0","0","1","0","0","1","1","1","0","1",19.1515622849336,1
"1","1","1","0","1","1","1","0","1","0","1","0","0","1","0","0","1","1","1","1","0","0","1","1","0","1","1","1","1","1",14.1313320227117,1
"1","0","0","0","1","1","0","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","1","0","1","0","1","0","1","1",15.2006760354294,0
"0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","0","0","0","1","1",10.2783574341122,1
"0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","1","1",5.22271059079521,1
"0","0","0","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0",5.60216842315547,1
"1","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","1","0","1","0","1","0","0","1","1","1","0","0","1",14.5769597942965,1
"1","1","1","0","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","1","0","1","1","0","0",13.98103097026,1
"0","0","1","1","1","0","1","1","0","0","1","0","0","0","1","1","1","0","1","1","1","0","1","1","1","0","0","0","0","0",5.59685251179379,0
"0","0","1","0","0","1","1","0","0","0","1","1","0","1","1","0","1","0","1","0","1","1","1","0","0","1","1","0","1","0",5.46689152424548,0
"0","0","0","0","1","1","1","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","0",0.0396644571732233,0
"0","1","0","0","0","1","1","1","0","1","0","1","1","1","0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","1",-6.01186673661529,1
"0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0",10.1719332588418,1
"0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","1","1","0","0","1","1","1","1","0","1","0","0","0","0",-1.15605915099061,0
"0","0","1","1","1","1","0","1","0","0","0","1","1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","1","0","1",6.37481500814353,0
"1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","1","0","1","1","0","1","0","0","1","0","1","0",14.9512854574899,0
"1","0","0","1","0","1","1","0","0","1","0","1","0","1","1","1","0","0","1","1","1","1","1","1","0","0","1","0","0","0",19.3370380584568,1
"1","0","0","1","0","1","1","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","1","0","1","0","1",16.7713197353319,0
"0","1","0","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","1","0","0","1","1","0","1","0","1","0","1","1",-4.35326776119045,1
"1","1","1","0","1","1","0","0","0","1","0","1","1","1","0","1","0","1","0","1","1","0","0","0","0","0","0","0","1","0",10.2980043124762,0
"0","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","0","1","0","1","0","1","0","1","1","1","1","0","0",-0.183414820126563,0
"0","1","1","0","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","0","0","1","0","1","0","0","1",-5.46620190454385,0
"0","0","0","1","1","0","0","0","1","0","1","0","1","1","0","1","1","0","0","1","1","1","1","1","0","1","1","1","0","0",5.65034693634308,1
"1","0","1","0","1","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","0","1","1","0","1","0","0","0",24.0683270060914,1
"0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","0",-0.784008714176652,0
"0","1","1","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","1","0","0","1",0.0480232015873217,1
"1","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","1","1","1",19.284624272306,0
"0","1","1","1","1","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","1","1","0","0","0","0","0",-4.97738483196174,0
"0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","0","0","1","1","1","0","0",-3.05712762163428,1
"1","1","0","0","0","1","1","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","1","0","1","0","0",5.28571975605687,0
"0","0","0","0","1","1","1","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","1","1",1.26557672166091,0
"0","1","1","0","1","1","1","0","1","0","0","0","1","1","0","0","1","1","0","1","0","1","1","1","1","0","0","0","1","0",-5.66337688231013,0
"1","1","0","0","1","0","0","0","0","1","0","1","0","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","1",6.36435607315851,0
"0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","1","1","0","1","0",-0.365134120706015,1
"0","0","0","1","1","0","0","0","1","1","0","1","1","1","0","0","1","0","1","0","0","1","1","0","1","1","0","1","1","0",4.83312868859691,1
"1","0","0","1","0","0","1","0","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","0",20.1925562417268,1
"0","1","0","0","0","0","0","1","1","1","0","0","1","1","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","1",-4.49468410787047,1
"1","1","1","1","0","1","1","1","0","1","1","0","0","1","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","1",9.66719330670193,0
"0","1","0","1","0","1","0","1","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","1","1","1",-6.44942348242608,1
"0","1","1","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","1",0.289612214278962,1
"1","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","1","0","1","1","0","1","1","1","1","0","0","1","0",9.34108443747783,1
"0","1","0","0","1","1","1","0","1","1","0","0","0","1","0","0","0","1","1","1","1","1","0","1","0","0","0","1","0","1",-5.73117997637308,1
"1","1","1","0","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","1","0","1","1","1","1","1","1","1","1",10.5331514480363,0
"1","1","0","1","1","0","0","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","0","1","0","0","0","1","1","1",10.7248743816963,1
"1","0","0","0","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","1","0","0",15.1305194744267,0
"0","1","1","0","0","0","1","1","0","1","1","1","0","0","1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","0",-0.742666925852268,1
"0","0","1","1","1","0","1","0","1","0","1","0","1","0","1","1","1","1","0","1","1","0","1","1","1","1","0","0","1","0",6.13049668791826,0
"0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0",-0.73603724908866,0
"0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","1","1","0","1","0","0","1","1","1","0","1","1","0","0","1",-0.816617003784089,0
"1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","0","0","1","1","1","1","0",20.4377226730081,0
"1","1","0","0","1","1","1","1","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","1","1","0","1","1","0","1",6.4216850070528,0
"1","0","0","1","1","1","0","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","0","0",14.6157419837711,0
"1","0","1","0","0","1","0","1","0","0","1","0","1","0","1","1","0","1","1","1","0","1","1","0","1","0","0","0","1","0",19.9013107000419,0
"0","1","1","1","0","0","1","1","0","1","0","1","0","0","1","0","0","1","1","1","0","1","1","1","1","0","0","1","0","0",-5.32777458593699,0
"1","1","0","0","1","0","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","1","1",10.9224751525483,1
"1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","0","1","1","1","0","1",26.2114840331561,1
"1","0","0","1","1","0","1","0","0","0","1","0","0","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","0",19.5886859486078,1
"0","0","1","1","0","1","0","1","1","1","0","1","1","0","1","0","0","0","1","1","1","1","1","1","0","1","0","1","1","0",10.3006322649324,1
"1","0","0","0","1","1","1","1","0","1","0","1","1","0","1","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1",19.0866060200308,1
"1","0","1","0","1","1","1","1","1","0","1","0","0","1","0","0","0","1","1","1","1","0","1","1","1","0","0","1","0","0",24.8314656772112,1
"1","1","1","1","0","1","1","1","1","0","0","1","1","0","0","0","0","0","1","1","1","0","1","0","1","0","1","1","1","1",8.93711808901894,0
"0","0","1","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0",11.4080231620408,1
"0","0","1","1","0","1","1","1","0","0","0","0","1","0","1","1","1","1","0","1","0","0","1","0","0","0","1","1","0","1",9.62089905634827,1
"1","0","0","0","1","0","1","1","1","0","1","1","0","1","1","1","1","1","0","0","1","0","1","0","1","1","1","1","0","1",14.6874787545195,0
"0","1","1","1","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","1",0.565104549854603,1
"0","0","0","1","0","0","1","1","1","1","0","0","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","1","1","1",-0.294770721962515,0
"0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","0","0","1","1",6.51223395800208,1
"0","0","0","1","1","1","1","1","1","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","1",0.68300173209481,0
"1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","1","1","1","0","0","0","0","0","1","0","1","1","1","0","0",15.2880453318217,0
