yearAuto,WRKSTAT,MARITAL,DIVORCE,AGE,EDUC,DEGREE,SEX,RACE,RES16,BORN,PARBORN,INCOME,RINCOME,PARTYID,POLVIEWS,treated,outcome
10,1,4,NA,4,12,1,2,1,5,1,0,12,8,0,2,0,1
10,1,1,1,4,14,2,2,1,1,1,0,12,8,4,3,0,1
10,1,3,NA,7,13,1,2,1,3,1,0,12,11,1,3,1,3
10,5,2,1,8,14,1,2,1,3,1,0,NA,NA,6,7,0,2
10,1,1,1,6,14,1,2,1,2,1,0,12,11,4,6,1,1
10,5,3,NA,5,15,2,2,1,3,1,0,11,11,2,4,1,3
10,5,3,NA,7,12,1,2,1,4,1,0,9,NA,2,4,0,2
10,1,1,2,7,12,1,1,1,3,1,0,12,12,1,4,0,1
10,1,5,NA,3,17,2,2,1,1,1,1,NA,5,7,4,0,2
10,1,1,1,5,12,1,1,1,4,1,0,NA,NA,5,5,1,3
10,1,1,2,4,16,3,1,1,5,1,0,12,12,4,5,1,3
10,2,1,2,4,12,1,2,1,3,1,0,12,8,2,4,1,1
10,7,1,2,4,12,1,2,1,6,1,0,12,7,5,4,0,1
10,1,4,NA,5,20,4,2,1,4,1,0,12,11,4,6,0,1
10,1,1,2,4,12,1,1,1,4,1,8,12,12,3,5,1,3
10,1,1,1,6,14,1,1,1,3,1,0,12,12,2,6,0,1
10,1,5,NA,2,13,1,1,3,5,1,8,NA,10,3,4,1,2
10,1,1,2,4,13,1,1,1,5,1,0,12,11,5,5,1,2
10,8,1,2,7,12,1,1,1,3,1,0,12,12,2,3,1,2
10,1,5,NA,4,16,2,2,1,6,1,0,12,12,5,3,0,1
10,7,1,1,5,12,1,2,1,2,1,0,12,NA,1,3,1,2
10,1,1,2,5,12,1,2,1,4,1,0,12,12,1,5,0,1
10,7,1,2,6,12,1,2,1,1,2,8,12,11,3,NA,1,3
10,7,2,2,9,12,0,2,1,4,1,0,NA,NA,0,7,0,2
10,5,3,NA,8,15,1,1,1,6,1,8,12,NA,0,4,0,1
10,1,3,NA,6,15,2,1,1,5,1,0,12,12,5,3,1,2
10,1,3,NA,4,12,1,2,1,5,2,8,12,12,5,NA,1,2
10,7,1,2,6,10,0,2,3,6,2,8,NA,NA,1,6,0,1
10,1,1,2,4,12,1,2,2,3,2,8,12,11,2,6,1,2
10,1,1,2,4,14,1,1,1,4,1,0,12,12,3,2,1,3
10,1,5,NA,4,12,1,1,1,6,1,0,12,12,3,4,0,2
10,1,3,NA,4,10,1,2,1,4,1,0,9,8,4,4,1,3
10,2,5,NA,3,11,0,2,1,3,1,0,10,9,0,4,1,2
10,1,1,2,5,14,2,2,1,1,1,0,12,9,3,3,0,1
10,1,1,2,4,13,1,1,1,5,1,0,10,2,1,5,0,1
10,1,1,2,4,14,1,1,1,4,1,0,12,9,5,6,1,1
10,7,1,2,3,11,0,2,2,3,1,0,11,NA,2,4,0,1
10,1,5,NA,4,12,1,1,1,2,1,0,12,10,7,4,1,2
10,1,1,1,4,14,2,2,1,5,1,0,12,6,6,6,0,3
10,5,2,2,8,9,0,2,1,6,1,0,NA,NA,0,7,0,1
10,2,5,NA,2,11,NA,2,3,6,1,0,11,3,1,4,0,1
10,1,3,NA,5,11,1,1,1,6,1,0,12,12,3,2,1,3
10,5,1,2,7,12,1,2,1,3,1,0,NA,NA,3,3,1,1
10,1,3,NA,5,12,1,1,2,4,1,0,11,11,2,7,1,3
10,1,1,2,6,12,1,1,1,2,1,0,12,12,0,4,0,1
10,1,5,NA,4,14,2,2,1,3,1,0,12,12,3,5,0,1
10,1,1,2,3,12,1,1,1,1,1,0,12,12,1,4,1,2
10,1,2,9,5,13,1,2,1,2,1,0,12,12,4,4,1,1
10,1,3,NA,4,13,1,1,1,2,1,0,12,12,5,2,0,2
10,5,2,2,7,20,4,2,1,3,1,0,10,NA,3,4,1,1
10,1,4,NA,4,13,1,1,1,3,1,0,7,7,3,3,0,2
10,5,1,2,9,8,0,1,1,2,1,0,10,NA,2,4,0,2
10,1,3,NA,5,12,1,2,1,3,1,0,9,9,5,4,1,3
10,4,5,NA,2,10,0,2,2,6,1,0,11,1,5,6,1,3
10,2,3,NA,6,12,1,2,2,6,1,0,9,9,0,5,0,1
10,2,5,NA,4,12,1,1,2,6,1,0,1,1,2,4,1,1
10,1,1,2,5,11,0,1,2,4,1,0,11,9,0,4,0,1
10,7,1,2,7,12,1,2,2,6,1,0,11,NA,1,2,1,1
10,1,3,NA,4,12,1,2,2,6,1,0,12,12,0,4,0,3
10,5,1,1,8,11,0,1,2,2,1,0,12,NA,1,4,0,2
10,4,3,NA,6,11,0,1,2,2,1,0,NA,1,3,3,1,2
10,8,4,NA,3,13,1,1,1,4,1,0,6,NA,3,4,0,1
10,8,5,NA,3,12,1,1,1,6,1,0,5,NA,1,3,0,2
10,8,2,2,7,11,0,2,1,1,1,0,6,NA,0,4,0,1
10,1,5,NA,3,15,1,1,1,4,1,0,9,9,3,2,1,2
10,8,5,NA,3,12,1,1,1,6,1,0,9,NA,3,3,1,1
10,1,5,NA,3,15,1,2,1,3,1,0,11,11,2,3,0,1
10,8,5,NA,5,15,1,2,1,4,1,0,5,NA,0,2,0,2
10,8,5,NA,3,13,1,2,1,6,1,0,5,NA,2,3,1,1
10,1,1,2,4,14,2,1,1,5,1,0,12,12,5,7,1,3
10,5,1,1,9,12,1,1,1,6,1,0,12,NA,3,4,0,1
10,1,1,2,5,16,3,2,1,4,1,0,12,12,1,4,0,3
10,1,1,1,6,15,1,2,1,5,1,0,12,12,0,2,1,1
10,5,1,2,7,12,1,1,1,3,1,0,12,NA,1,4,1,2
10,7,1,2,4,14,2,2,1,3,1,0,12,NA,1,6,0,1
10,1,1,2,4,13,1,1,1,3,1,0,12,10,5,5,0,1
10,1,1,2,4,16,3,1,3,4,2,8,12,12,1,4,0,1
10,5,1,2,7,16,3,2,1,2,1,0,12,7,4,4,1,2
10,5,1,2,6,14,2,1,1,3,1,0,12,NA,1,5,1,2
10,1,1,2,4,12,1,1,1,6,1,0,12,12,5,5,0,1
10,5,3,NA,7,19,3,1,1,6,1,2,12,2,6,6,1,2
10,5,2,2,8,12,1,2,1,2,1,0,10,NA,0,3,0,2
10,1,1,2,6,18,4,1,1,4,1,0,12,12,4,2,1,3
10,1,3,NA,5,18,4,2,1,5,1,0,12,12,1,3,0,1
10,1,1,2,5,18,3,1,1,6,1,0,12,12,3,2,1,3
10,2,5,NA,8,12,1,1,1,6,1,0,9,9,5,6,0,2
10,8,1,2,6,16,3,2,1,4,1,0,12,NA,1,4,1,3
10,2,1,1,5,16,4,1,1,2,1,0,12,12,1,4,1,2
10,1,5,NA,3,16,3,2,1,3,1,2,12,12,3,5,0,1
10,1,3,NA,3,14,2,1,1,5,1,0,12,12,5,6,1,3
10,1,1,2,3,14,1,2,1,5,1,1,12,10,3,3,1,1
10,5,2,2,8,12,1,2,1,6,1,0,12,NA,2,4,1,3
10,5,2,9,9,8,0,1,1,4,1,8,10,NA,1,4,0,1
10,1,5,NA,2,12,1,1,1,6,1,1,9,NA,3,5,0,1
10,2,1,2,4,12,1,2,1,6,1,0,12,9,7,4,1,2
10,1,5,NA,3,13,1,1,1,3,1,0,12,12,2,3,0,1
10,7,5,NA,2,12,1,1,1,5,1,0,11,NA,2,1,1,3
10,1,1,2,4,12,1,2,1,4,1,1,12,7,2,2,0,1
10,7,1,2,7,12,1,2,1,3,1,0,NA,NA,1,5,0,3
10,1,1,2,6,14,2,2,2,3,1,0,11,8,1,4,1,2
10,1,5,NA,4,14,1,1,1,3,1,0,12,NA,7,4,1,3
10,1,1,1,4,12,1,1,2,1,1,0,12,12,2,5,0,3
10,5,3,NA,9,11,0,2,1,3,1,8,9,NA,6,7,0,1
10,5,1,2,8,8,0,1,1,5,1,2,10,5,0,6,0,1
10,5,2,2,8,12,1,2,1,1,1,8,10,NA,5,2,0,1
10,7,5,NA,3,13,2,2,2,4,1,0,11,6,0,2,1,3
10,1,2,2,7,3,0,1,2,4,1,0,7,7,1,NA,1,2
10,1,1,2,4,14,1,1,2,6,1,0,11,NA,0,4,0,1
10,1,3,NA,6,20,4,2,2,6,1,0,12,11,3,2,0,1
10,5,2,9,7,8,0,2,2,4,1,0,NA,NA,1,4,0,1
10,7,5,NA,2,12,0,2,2,6,1,1,2,NA,3,2,1,2
10,5,4,NA,9,6,0,1,2,2,1,0,9,NA,0,2,1,2
10,7,1,2,3,12,1,2,2,6,2,8,10,NA,3,5,0,1
10,1,5,NA,3,12,1,2,2,6,1,0,NA,7,1,NA,0,1
10,1,2,1,7,12,1,2,2,4,1,0,NA,NA,0,7,0,1
10,2,1,2,4,13,1,2,1,6,1,0,11,10,3,4,1,3
10,1,5,NA,2,12,1,1,3,6,NA,8,12,10,3,NA,1,3
10,2,3,NA,3,15,1,1,3,6,1,0,12,12,0,1,1,1
10,1,5,NA,4,14,2,1,2,5,2,8,12,12,1,3,0,1
10,1,2,1,8,12,1,2,1,4,1,0,12,12,3,6,0,1
10,1,1,1,5,12,1,2,1,5,1,0,NA,11,7,5,0,2
10,3,1,2,3,16,3,2,1,3,1,0,11,2,6,6,1,3
10,1,1,1,5,14,1,1,1,4,1,0,12,12,1,4,0,2
10,1,1,2,6,19,4,2,1,3,1,0,12,9,3,5,0,2
10,5,1,1,7,14,1,2,1,6,1,0,12,NA,6,7,0,2
10,1,1,2,5,17,3,1,1,5,1,0,12,12,3,5,0,2
10,1,1,1,5,16,3,2,1,5,1,0,12,12,1,2,1,3
10,1,1,2,4,18,4,1,1,3,1,0,12,12,2,3,1,2
10,1,5,NA,3,20,4,1,1,4,1,0,12,12,0,2,0,1
10,1,5,NA,3,13,1,2,1,3,1,0,12,11,0,3,0,1
10,2,5,NA,3,16,3,2,1,5,1,0,3,3,2,4,0,1
10,1,5,NA,4,18,3,1,1,6,1,2,11,NA,1,2,0,1
10,1,5,NA,4,17,3,2,1,3,1,0,12,12,2,2,0,2
10,2,5,NA,4,12,1,1,1,5,1,0,3,3,3,2,1,2
10,1,5,NA,5,16,3,1,1,5,1,0,12,12,1,2,0,1
10,7,1,2,4,18,3,2,1,4,1,0,12,11,5,7,1,2
10,1,1,2,5,17,4,2,1,5,1,1,12,12,1,4,1,1
10,1,1,2,4,16,3,1,1,3,1,0,12,12,2,2,0,1
10,2,4,NA,5,16,3,2,1,3,1,0,12,12,2,4,0,3
10,1,1,1,6,16,3,1,1,3,1,0,12,12,2,5,0,1
10,1,1,2,5,16,3,2,1,2,1,0,12,12,5,5,1,3
10,1,1,2,5,12,1,2,1,1,1,0,12,10,2,5,1,3
10,2,1,2,5,14,1,2,3,4,2,8,12,5,4,3,1,3
10,1,1,1,3,13,1,2,1,5,1,0,12,NA,1,4,1,3
10,1,3,NA,5,16,3,2,1,5,1,1,12,12,5,5,0,1
10,1,3,NA,6,16,3,1,1,3,1,0,2,2,5,7,0,1
10,1,4,NA,6,17,3,1,1,5,1,0,12,12,4,6,1,3
10,1,5,NA,5,18,4,1,1,5,1,0,12,12,1,4,1,3
10,5,1,2,7,12,1,2,1,3,1,0,NA,NA,6,NA,1,2
10,1,5,NA,4,14,1,1,1,3,1,0,12,12,3,7,0,2
10,1,5,NA,5,16,3,2,1,3,1,0,7,7,1,NA,0,1
10,2,1,2,8,8,0,1,1,5,1,8,NA,NA,0,4,1,3
10,1,5,NA,5,20,4,1,1,3,1,0,11,11,0,2,0,1
10,5,1,2,8,11,0,1,1,6,1,8,11,NA,1,4,0,2
10,1,1,1,5,16,3,1,2,3,1,0,12,12,2,4,0,1
10,5,1,2,6,12,1,2,1,5,1,0,12,12,1,5,0,1
10,7,1,2,7,5,0,2,1,1,2,8,NA,NA,1,7,1,3
10,5,2,2,8,14,2,2,1,3,1,8,11,NA,0,4,1,3
10,7,1,2,3,15,1,2,1,4,1,0,10,NA,3,4,0,1
10,6,5,NA,3,16,3,2,1,5,1,0,12,2,1,4,1,3
10,5,3,NA,6,8,0,1,1,3,1,0,NA,NA,0,4,0,2
10,7,2,2,7,4,0,2,1,3,1,0,8,NA,3,NA,0,1
10,7,1,2,2,11,1,2,1,3,1,0,9,NA,3,4,1,1
10,1,1,2,3,9,1,1,1,3,1,0,NA,NA,3,5,1,3
10,1,5,NA,3,16,3,1,1,3,1,0,12,12,2,4,0,1
10,1,1,2,6,14,1,1,1,3,1,0,12,12,0,4,0,1
10,5,2,2,7,11,1,2,1,1,1,0,9,8,1,6,1,3
10,1,5,NA,4,12,1,2,1,4,1,0,9,9,1,6,1,3
10,5,1,2,7,6,0,1,1,5,1,1,9,NA,1,3,0,2
10,2,5,NA,2,9,0,2,1,3,1,0,10,8,3,4,0,3
10,1,5,NA,3,10,1,1,1,3,1,0,11,11,2,4,0,1
10,1,5,NA,5,11,0,2,2,1,1,0,1,1,2,5,1,1
10,1,5,NA,5,12,1,1,1,2,1,0,11,11,5,7,1,3
10,1,3,NA,5,12,1,2,2,1,NA,NA,12,11,0,6,0,1
10,1,5,NA,5,13,0,2,2,6,1,0,3,3,6,6,0,1
10,1,4,NA,5,11,0,2,2,3,1,0,3,3,3,4,0,1
10,1,5,NA,3,12,1,2,2,3,NA,NA,4,4,3,4,0,1
10,7,5,NA,6,8,0,2,2,4,1,0,3,NA,1,3,1,2
10,7,5,NA,3,11,0,2,2,3,1,3,2,NA,6,4,0,1
10,7,4,NA,5,10,0,2,2,2,1,0,3,3,1,2,0,1
10,7,5,NA,3,12,0,2,2,1,1,0,2,NA,3,4,1,2
10,1,5,NA,4,13,1,2,2,6,1,0,5,5,4,6,1,3
10,1,1,1,6,19,4,1,1,6,1,0,12,12,5,6,1,2
10,2,1,1,5,14,1,2,1,2,2,8,12,12,3,5,0,3
10,1,1,2,4,12,1,1,1,5,1,0,12,12,4,4,0,1
10,1,3,NA,5,11,1,1,1,5,1,0,12,12,2,6,0,3
10,1,4,NA,5,17,3,2,1,3,1,0,12,12,0,3,1,1
10,1,5,NA,3,19,3,1,1,5,1,2,12,12,6,6,1,3
10,1,2,2,4,16,3,1,3,6,2,8,12,12,1,4,0,1
10,1,5,NA,4,16,3,2,3,6,2,8,12,12,4,5,1,3
10,5,2,1,9,8,0,2,1,6,1,8,7,NA,1,3,1,2
10,1,3,NA,5,17,3,2,1,3,1,0,12,12,5,4,1,2
10,1,5,NA,3,16,3,1,1,3,1,0,12,12,5,5,0,1
10,5,2,2,8,5,0,2,1,5,1,0,10,NA,0,2,1,3
10,1,1,2,5,16,4,2,2,3,1,0,12,12,1,3,0,1
10,5,1,2,8,12,1,1,1,6,1,8,12,NA,0,4,1,3
10,1,1,2,7,11,0,2,1,1,1,0,12,12,5,4,0,1
10,1,1,2,4,15,2,1,1,3,1,0,12,12,6,7,0,3
10,1,1,2,7,12,1,2,1,5,1,0,12,10,1,4,1,3
10,5,1,2,7,8,0,2,1,3,1,0,1,NA,1,4,1,2
10,7,1,2,6,12,1,2,1,3,1,0,NA,NA,1,6,1,1
10,5,1,2,8,15,1,2,1,4,1,0,NA,NA,6,5,0,2
10,5,1,2,7,16,3,2,1,3,1,0,12,NA,5,5,1,2
10,5,1,2,8,16,3,1,1,5,1,0,12,NA,6,6,0,3
10,7,1,2,5,6,0,2,1,1,2,8,10,NA,5,NA,1,3
10,1,1,2,3,9,0,1,1,1,2,8,10,10,2,6,1,2
10,5,3,NA,8,10,0,1,1,1,1,8,8,NA,0,2,0,2
10,5,2,2,9,12,1,2,1,3,1,0,7,NA,6,6,0,1
10,1,1,2,6,13,1,1,1,2,1,0,12,9,1,4,0,3
10,1,3,NA,4,9,0,2,1,3,1,0,8,8,5,6,1,3
10,6,5,NA,3,15,1,1,1,5,1,0,3,NA,4,5,1,1
10,1,5,NA,4,14,2,1,1,5,1,0,12,12,2,3,0,2
10,1,5,NA,4,16,3,1,1,3,1,0,12,12,2,1,1,2
10,1,5,NA,4,14,1,1,1,6,1,0,12,12,1,4,0,1
10,5,1,2,9,18,3,1,1,4,1,1,12,NA,6,6,0,2
10,1,1,2,4,18,4,1,1,2,1,0,12,12,1,4,1,3
10,1,5,NA,5,17,4,1,1,5,1,0,12,12,7,4,0,3
10,5,3,NA,8,14,1,2,1,3,1,0,10,NA,5,4,1,2
10,1,3,NA,5,15,2,2,1,1,2,8,12,12,2,4,1,3
10,1,1,2,6,13,1,2,1,3,2,8,10,4,0,6,0,3
10,1,3,NA,4,12,1,2,1,4,1,0,10,10,3,NA,0,3
10,1,1,2,6,16,3,1,1,2,1,0,12,12,6,6,1,3
10,1,3,NA,6,16,3,1,1,2,1,0,NA,NA,3,5,1,3
10,3,1,1,6,12,1,2,3,4,1,8,12,12,1,4,0,2
10,1,1,2,7,16,2,1,1,4,1,3,12,12,5,6,1,2
10,5,3,NA,9,13,1,2,1,6,1,0,12,NA,0,4,0,2
10,2,1,2,4,16,3,2,1,5,1,0,12,9,5,3,0,1
10,1,5,NA,3,14,2,1,1,5,2,2,10,10,4,6,0,1
10,1,5,NA,3,14,1,1,3,5,1,8,10,10,1,2,1,3
10,7,5,NA,3,12,1,2,3,3,1,0,9,9,3,4,0,2
10,1,5,NA,3,14,1,1,3,1,1,0,12,10,4,4,0,2
10,1,5,NA,3,14,1,2,2,3,1,0,11,11,5,3,1,2
10,1,5,NA,3,13,1,1,3,6,1,2,NA,NA,0,2,0,1
10,2,5,NA,2,12,1,1,3,3,2,0,3,NA,2,3,1,1
10,2,5,NA,2,13,1,1,1,5,1,0,9,9,5,4,1,3
10,2,5,NA,3,16,3,2,1,4,1,0,7,7,5,2,0,3
10,2,5,NA,3,15,2,2,1,4,1,0,8,NA,3,4,1,2
10,2,5,NA,3,14,1,2,1,4,1,0,10,10,1,4,0,2
10,2,5,NA,3,13,1,1,3,6,1,0,10,NA,3,4,1,3
10,1,5,NA,4,16,3,2,1,4,1,0,10,10,1,3,1,3
10,1,5,NA,4,18,4,1,1,6,1,0,12,12,4,5,0,2
10,2,5,NA,3,17,3,2,1,5,1,0,9,NA,5,5,1,2
10,5,2,2,8,12,1,2,1,6,1,0,10,NA,0,2,0,2
10,2,1,2,3,14,1,1,1,4,1,1,10,8,2,3,0,1
10,1,5,NA,3,13,1,2,3,5,1,0,NA,10,7,NA,0,1
10,1,5,NA,3,14,1,2,1,4,1,0,12,10,3,2,1,1
10,1,3,NA,6,12,1,2,1,3,1,0,12,12,1,4,0,3
10,4,5,NA,3,10,0,1,1,4,1,0,9,9,3,NA,1,2
10,6,5,NA,2,12,1,1,1,1,1,0,1,NA,1,2,0,2
10,1,5,NA,3,15,1,1,1,4,1,0,9,9,2,2,0,1
10,1,5,NA,4,16,3,1,1,6,1,0,10,10,1,2,0,2
10,1,5,NA,3,14,1,1,1,5,1,1,10,10,2,3,1,3
10,6,5,NA,4,19,3,1,1,5,1,0,11,NA,4,3,1,2
10,6,5,NA,2,12,1,1,1,3,1,0,2,NA,2,5,1,1
10,6,5,NA,3,13,1,1,1,3,1,0,9,NA,2,5,1,3
10,2,5,NA,3,12,1,1,1,5,1,0,7,3,2,5,0,2
10,2,5,NA,3,14,1,1,1,3,1,0,11,11,6,6,1,2
10,2,3,NA,5,20,4,2,1,3,1,0,12,12,0,2,0,1
10,2,5,NA,3,14,1,2,1,3,1,0,7,7,1,2,0,1
10,1,5,NA,5,16,3,2,1,5,1,0,12,12,2,3,1,3
10,1,4,NA,5,16,3,2,1,3,1,0,12,12,0,2,0,1
10,1,3,NA,6,18,4,2,1,3,1,2,12,12,0,2,1,1
10,2,1,2,3,12,1,2,1,5,1,0,12,7,1,3,0,1
10,1,5,NA,5,12,1,1,1,2,1,0,12,12,1,2,1,1
10,6,5,NA,2,11,0,1,1,4,1,0,12,NA,5,4,0,1
10,1,2,2,3,12,1,1,1,4,1,0,12,11,6,7,0,3
10,1,5,NA,3,18,3,2,1,3,1,0,12,12,0,2,0,1
10,1,5,NA,3,16,3,1,1,1,1,0,12,12,3,5,1,2
10,1,3,NA,4,12,1,1,1,1,1,0,12,12,2,4,0,1
10,1,5,NA,3,17,4,2,1,2,1,0,12,12,5,5,1,2
10,2,5,NA,4,13,1,2,2,6,2,0,2,NA,1,4,0,3
10,6,5,NA,3,11,1,2,2,4,1,0,2,NA,0,6,1,1
10,2,5,NA,2,12,1,2,2,4,1,0,NA,3,1,2,0,1
10,1,5,NA,4,12,1,2,2,6,1,0,12,12,3,NA,0,2
10,2,5,NA,3,12,1,2,2,6,1,0,5,5,5,4,0,2
10,1,1,1,4,15,2,1,1,2,1,0,1,NA,0,4,0,2
10,1,1,2,4,13,1,1,1,5,1,0,12,11,5,6,1,1
10,1,4,NA,3,12,1,1,1,1,1,0,12,12,5,4,0,1
10,1,1,2,3,12,1,1,1,1,1,0,12,12,2,4,0,1
10,1,1,2,3,13,1,2,2,4,1,0,12,9,2,4,1,2
10,1,1,2,3,13,1,1,1,3,1,0,12,9,5,4,1,3
10,8,5,NA,5,12,1,1,2,5,1,0,7,NA,1,5,1,2
10,1,3,NA,4,12,1,2,3,6,NA,NA,10,10,3,5,1,1
10,2,5,NA,3,18,1,2,2,5,1,0,12,1,2,2,1,1
10,1,1,2,6,13,1,1,2,6,1,0,12,12,0,4,0,1
10,3,1,2,4,16,3,2,1,5,1,0,12,12,0,2,0,1
10,7,2,2,9,12,0,2,1,6,1,1,NA,NA,1,6,1,3
10,1,5,NA,3,16,3,2,1,1,1,0,12,12,4,5,0,1
10,7,3,NA,4,11,1,1,1,5,1,0,12,12,4,4,1,3
10,5,5,NA,6,17,4,1,1,5,1,0,12,2,6,5,1,3
10,1,5,NA,3,16,3,1,1,5,1,0,12,12,1,4,0,1
10,1,5,NA,3,13,1,1,1,5,1,0,12,12,5,3,1,3
10,1,1,2,4,18,4,1,1,4,1,0,NA,NA,5,5,0,2
10,1,1,2,5,14,1,1,1,5,1,0,12,12,5,4,0,1
10,2,1,2,8,16,1,1,1,1,1,8,12,12,6,7,1,3
10,7,1,1,4,14,1,2,1,5,1,0,12,NA,6,5,1,2
10,1,1,1,5,13,1,1,1,3,1,0,12,12,4,4,0,2
10,1,1,2,4,16,3,1,1,5,1,0,12,12,5,6,0,2
10,2,1,1,7,14,1,1,1,5,1,0,12,12,0,4,1,3
10,7,5,NA,5,16,3,2,1,1,1,0,12,9,3,4,0,3
10,1,1,2,4,15,2,1,1,5,1,0,NA,NA,7,5,0,2
10,5,1,2,7,12,1,2,1,4,1,0,12,NA,3,1,1,3
10,1,3,NA,5,16,3,1,1,3,1,0,12,12,5,3,0,3
10,7,1,1,6,14,2,2,1,3,1,0,12,12,1,4,0,2
10,7,1,1,4,14,1,2,1,1,1,0,12,5,6,6,0,2
10,2,1,1,5,16,2,2,1,3,1,0,12,12,0,2,0,1
10,7,2,2,7,14,1,2,1,5,1,0,9,NA,5,4,1,3
10,7,1,1,8,13,1,2,1,3,1,0,12,NA,6,6,1,3
10,5,1,2,7,4,0,1,1,2,1,0,12,NA,0,6,0,3
10,1,1,2,5,17,3,1,1,4,1,0,12,12,6,5,1,3
10,1,1,2,4,14,2,1,1,4,1,0,12,12,5,6,1,1
10,1,1,2,5,14,1,1,1,2,1,0,12,12,3,4,1,3
10,1,1,1,5,16,3,2,3,4,2,8,12,12,4,7,0,1
10,1,1,2,5,14,2,1,1,6,1,8,12,12,7,4,0,1
10,1,1,1,6,16,3,1,1,4,1,0,12,12,4,6,0,2
10,7,1,2,3,13,1,2,1,4,1,0,12,5,4,5,0,2
10,1,5,NA,4,14,1,1,1,4,2,2,11,NA,4,NA,0,2
10,1,1,1,6,18,3,1,1,3,1,0,12,11,7,6,1,2
10,2,1,2,5,14,2,2,1,5,1,0,NA,NA,0,3,0,1
10,1,3,NA,4,12,1,1,1,4,1,0,9,9,0,3,0,1
10,1,3,NA,4,13,1,1,1,3,1,0,10,10,1,2,0,1
10,5,1,1,7,10,0,2,1,1,1,0,11,NA,2,4,0,1
10,1,1,1,4,13,1,1,1,5,1,0,12,12,1,2,0,1
10,5,2,2,7,12,1,1,1,3,1,8,11,NA,0,2,1,1
10,1,1,2,4,12,1,1,1,5,1,0,12,11,1,3,1,2
10,1,5,NA,4,12,1,1,1,3,1,0,12,12,3,5,1,2
10,5,1,2,8,16,2,1,1,2,1,0,9,NA,3,5,1,3
10,1,3,NA,4,9,0,1,1,5,1,0,11,11,2,4,1,2
10,5,1,1,6,16,3,2,2,6,1,0,11,NA,0,6,1,3
10,7,1,2,4,11,0,1,2,3,1,0,6,2,0,3,1,2
10,1,1,2,7,12,1,2,2,2,1,0,NA,8,0,4,0,1
10,5,3,NA,7,9,0,2,2,4,1,0,2,NA,0,4,0,1
10,1,5,NA,6,15,2,2,2,3,1,0,12,12,1,4,0,1
10,1,5,NA,4,9,0,1,1,2,1,8,12,12,4,7,1,3
10,5,1,2,8,6,0,1,1,2,1,0,9,NA,0,4,1,2
10,1,1,2,3,13,1,1,2,5,1,0,12,12,0,4,0,1
10,1,1,2,4,16,3,2,2,4,1,0,12,12,1,4,0,1
10,7,1,2,6,12,1,2,1,5,1,0,12,NA,6,6,0,3
10,2,5,NA,2,12,1,2,2,5,1,0,NA,9,1,4,0,1
10,1,1,2,6,12,1,1,2,2,1,0,NA,10,0,5,1,3
10,7,1,2,7,12,1,2,1,3,1,0,NA,NA,0,6,1,3
10,6,1,1,5,15,1,2,3,1,2,0,12,NA,6,7,1,3
10,7,1,1,6,12,1,2,1,4,1,0,12,NA,5,6,0,2
10,2,1,2,6,16,4,2,1,5,1,0,12,NA,4,NA,1,3
10,7,1,2,6,12,1,2,1,3,1,0,12,NA,4,4,1,3
10,1,1,2,6,16,3,1,1,3,1,0,12,12,4,5,0,2
10,7,1,2,6,16,3,2,1,5,1,0,12,NA,4,5,0,1
10,1,1,1,5,18,4,1,1,1,1,0,12,12,4,2,0,3
10,1,3,NA,6,16,3,1,1,3,1,0,12,12,2,3,0,1
10,1,3,NA,5,12,1,1,1,4,1,0,12,12,5,7,1,3
10,5,1,1,9,15,3,1,1,4,1,0,NA,NA,2,5,1,3
10,1,1,2,6,17,3,1,1,3,1,0,12,12,3,4,0,1
10,1,5,NA,3,14,1,2,1,5,1,0,NA,2,3,4,0,1
10,1,1,2,3,18,4,2,1,1,1,0,12,5,5,5,1,1
10,2,1,2,4,16,3,2,1,5,1,0,12,7,6,6,1,3
10,1,5,NA,5,11,1,1,1,3,1,0,12,12,6,6,0,1
10,1,5,NA,5,12,1,1,2,1,1,0,1,NA,1,4,1,2
10,7,1,2,4,12,1,2,1,5,1,0,6,NA,1,2,0,2
10,1,1,1,5,12,1,1,1,2,1,0,12,12,3,6,1,3
10,1,3,NA,6,14,2,1,1,3,1,0,NA,10,1,2,0,1
10,2,3,NA,5,7,0,1,2,2,1,0,NA,NA,3,NA,1,3
10,1,1,2,4,12,1,2,1,4,1,0,12,10,2,6,1,2
10,1,3,NA,4,16,3,2,1,5,1,0,12,12,1,5,1,3
10,7,2,2,9,12,1,1,2,6,1,8,10,NA,2,4,1,1
10,7,5,NA,6,12,1,2,2,6,1,0,6,NA,1,NA,0,1
10,5,5,NA,7,9,0,1,1,6,1,0,1,NA,2,7,1,2
10,1,5,NA,3,16,3,2,1,5,1,0,NA,12,1,6,0,1
10,5,3,NA,8,20,NA,2,1,3,1,0,10,NA,6,6,1,3
10,1,3,NA,5,16,3,1,1,5,1,0,NA,NA,2,4,1,3
10,1,1,2,4,12,1,2,1,5,1,0,12,11,3,4,0,1
10,1,5,NA,3,16,3,1,1,3,1,0,12,NA,3,2,1,2
10,2,1,2,4,12,NA,2,1,6,1,0,12,NA,3,6,1,3
10,1,5,NA,3,20,4,1,1,5,2,8,4,4,2,2,1,1
10,6,5,NA,5,20,4,1,1,6,1,0,NA,NA,1,4,0,1
10,1,5,NA,3,16,3,1,1,6,2,8,NA,NA,3,4,0,1
