"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","outcome","treated"
"1","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","1","0","1","1","0",6.26347524899244,0
"0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0","1","0","0","0","1","0","0","1","1","1","0","1","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","0",-1.09600158025998,0
"0","1","1","1","0","1","0","0","1","0","1","0","1","1","1","1","1","1","0","1","0","0","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","0","1","0","1","1","0","1","0","0","1","0","0",-5.21338279617054,0
"0","1","0","0","1","0","0","1","1","1","0","0","0","0","1","0","0","0","1","0","0","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","0","1","0","1","1","0","0","1","1","1","1","1","1",-11.1730831320125,0
"0","1","1","1","1","1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","1","0","1","1","1","0","0","0","1","1","1","0","0","1","1","0","0","1","0","1","1","1","0","0","0","1","0","1","1",-3.78127590244592,0
"0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","1","0","1","1","0","1","1","1","1","0","0","1","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","1","1","1","0","1","0",-2.21654896276129,0
"1","0","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","0","1","0","0","0","1","0","1","0","1","1","1","1","1","1","0","0","0","0",25.4034524269606,1
"0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","0","1","1","1","1","0","1",-0.2396239762474,0
"1","0","1","0","0","0","0","1","1","0","1","1","0","1","0","1","1","1","0","0","1","1","0","0","1","1","1","0","0","0","1","0","1","0","1","1","0","0","0","1","0","1","1","0","0","1","1","0","1","1",25.6317799103965,1
"0","0","1","1","1","1","1","0","0","0","1","1","0","0","1","0","1","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","0",8.95251199157216,1
"1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","0","1","1","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","1","1","0","0","1","0","0","1","0","0","1",25.4916915088062,1
"0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","0","0","0",4.7955604509746,1
"1","1","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","1","0","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","0","0","0","1","0","0","1","1","1",9.65119787264508,1
"0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","1","0","0","1","0","1","0","0","1","1","1","1","0","0","1","0","0","1","1","0","1","0","0","1","1","1","1","0","1","0",-8.98794145230126,0
"1","1","0","0","1","1","0","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","1","1","1","0","0","1","1","0","1","0","1","0","1","1","1","1",9.57029357573305,1
"1","0","1","1","0","0","0","1","1","0","1","0","0","0","1","1","1","1","0","0","1","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1","0","0","0","1","1","0","1","1","1","1","1","0","1","0",24.1121624316976,1
"1","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","0","1","1","1","0","1","0","0","0","1","1","0","0","1","1","0","0",20.9811181779772,1
"1","1","1","0","1","0","0","0","0","1","0","0","1","0","1","0","0","1","1","1","0","0","1","1","0","1","1","0","0","1","0","1","0","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","1",10.0344222230966,0
"0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","0","1","1",5.3819343296921,1
"0","0","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","1","0","1","0","0","0","1","0","0",5.61851606273524,1
"1","1","0","1","1","1","0","1","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","1","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0","1","0","0",7.22631616235248,0
"0","1","1","1","1","0","1","1","1","0","1","1","0","1","0","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","1","1","1","1","0","0","1","1","1","1","1","0","1","0","0","1","0","0","1","0",-4.17140782108027,0
"0","1","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","1","0","0","1","1","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","1","1","1","0","0","1","1",-11.2207831370164,0
"0","1","0","0","1","0","0","0","1","0","1","1","1","1","1","0","0","0","1","1","1","1","1","1","0","1","0","1","0","1","0","1","1","0","1","1","0","1","0","1","0","0","0","0","1","0","1","1","1","0",-9.41525619328753,0
"1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","1","1","0","0","1","0","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","1","1","1","1",3.57119460355144,0
"0","1","1","1","1","1","0","0","1","1","0","0","1","0","0","1","0","1","1","0","1","1","0","1","0","0","1","0","1","0","1","0","1","0","1","1","1","0","1","1","1","1","0","1","0","0","0","1","0","0",-0.487439140945207,1
"1","1","1","0","0","0","1","0","1","0","0","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0",15.4094433945762,1
"1","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1","0","1","1","0","1","1","0","1","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","1",10.8289820633477,1
"1","1","0","0","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0","1","0","0","1","0","1","0","1","1","0","1","0","1","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","1",7.27563661435795,0
"0","1","1","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1","0","1","1","0","1","0","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","1","1","0","0","0","0","1","0","1","1",-6.43390717497482,0
"1","0","1","1","0","0","1","0","0","1","0","1","1","0","0","0","1","1","0","0","1","1","1","0","1","1","1","0","1","0","0","1","0","0","0","1","1","1","1","1","1","1","0","1","0","0","1","1","1","0",21.7135876974518,0
"1","1","1","1","0","0","1","1","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","1","0","1","1","1","0","0","0","1","0","0","1","0","1","1","1","0","0","1","1","0","1","1","0","0","1","0",14.9341257447555,1
"1","1","1","0","1","1","0","1","0","1","0","0","1","1","1","1","1","1","0","1","0","1","0","0","1","0","1","1","0","1","0","0","1","1","0","1","1","0","1","0","0","1","0","1","1","0","0","0","0","1",8.99688405055519,0
"1","1","1","1","0","1","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","1","0","1","1","0","0","1","1","1","1","0","1","0","0","0","0","1","1","0","1","0","0","1","1","1","0","1","0","0",11.2039412181331,0
"1","1","1","0","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","1","0","1","1","1","0","1","0","1","0","0","0","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0",11.357007075485,0
"0","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","1","0","0","1","1","1","1","0","1","0","1","0","0","1","0","1","0","0","1","1","0","1","1","1","0","1","0","1","0","1","1","1",0.821347790886106,1
"0","0","1","0","1","0","0","1","1","1","0","0","0","0","1","0","1","1","1","0","1","0","1","1","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","0","1","1","0","0","1","0","0","1","1","0",5.65734689943078,0
"0","0","0","1","1","1","0","1","0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","1","0","1","1","0","1","0","0","1","1","0","0","0","0","0","1","1","0","0",5.22723155222346,1
"1","1","0","1","0","1","0","1","0","0","1","0","1","1","0","0","1","1","1","1","0","1","1","0","1","0","1","1","0","1","0","1","1","0","0","1","0","1","1","1","0","1","1","0","0","0","0","1","1","0",3.71903686845945,0
"0","0","1","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","0","1",5.44776612365535,0
"0","1","0","0","1","0","0","1","0","1","0","1","1","0","0","0","1","0","1","0","0","0","1","0","1","1","1","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","1","1","1","1","0","0","0","0",-4.57046555515669,1
"1","1","0","0","1","0","0","0","1","1","0","0","1","0","1","1","0","0","0","1","1","1","0","0","0","1","1","1","0","1","1","1","0","0","1","1","0","1","1","1","0","1","0","1","0","1","0","0","0","1",4.88531823639971,0
"1","1","0","0","1","1","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","1","0","1","0","1","1","0","0","1","1","1","1","1","1","0","0","1","1","0","1","0","1","0","1","0","1","1","1","1",3.59366695595778,0
"0","0","0","0","0","1","1","1","1","0","1","0","0","1","0","1","1","1","1","0","0","0","1","1","1","1","1","0","0","1","0","1","1","1","0","0","1","1","1","1","1","1","1","0","1","0","0","1","1","1",0.42038577082921,0
"0","1","1","1","1","1","0","0","1","1","1","1","0","0","0","0","1","0","0","1","1","1","0","0","0","1","0","1","0","1","0","0","1","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0",-4.10401999834949,0
"0","0","1","0","1","0","1","0","1","1","0","0","0","1","1","0","0","0","1","0","0","1","1","1","1","1","0","1","0","0","1","1","1","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0",3.93237240062514,0
"1","0","1","0","1","0","0","1","0","0","0","0","1","1","0","0","1","1","1","0","0","0","1","0","1","0","1","0","1","0","0","1","1","0","0","1","1","0","0","0","1","0","1","0","0","0","1","1","1","1",25.3914440883061,1
"1","1","1","0","0","1","0","1","1","0","1","1","1","0","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","1","1","0",15.0319804467082,1
"0","0","0","1","1","1","1","0","1","1","1","0","0","0","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","1","1","0","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","0","0",1.49596590448739,0
"0","1","1","0","1","1","0","0","0","1","0","0","0","1","0","1","0","1","1","1","0","1","1","0","1","0","1","0","0","0","1","0","0","1","1","0","0","1","1","1","0","1","1","0","0","0","1","0","0","1",-4.10182140619632,0
"0","0","1","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","0","0","0","1","1","0","1","1","0","0","1","1",5.28291145401114,0
"0","0","0","1","1","1","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","1","0","1","1","0","1","0","0","0","1","0","1","0",3.31005759756551,1
"1","1","1","1","1","0","1","1","0","1","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","1","1","0","0","0","1","1","1","1","1","0","1","1","0","0","0","0","0","1","0","1",10.094768446143,0
"0","0","0","1","0","1","0","1","1","1","1","1","0","1","1","0","1","0","0","1","0","1","0","0","1","1","1","0","0","1","1","1","1","0","1","0","0","1","1","0","1","1","0","0","0","0","0","1","1","0",4.25020957557387,1
"1","0","1","1","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","1","1","1","1","1","0","0","1","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1",24.5517099585201,1
"1","0","0","1","0","0","1","0","1","0","1","0","1","1","0","0","1","1","0","1","1","1","0","0","0","0","1","0","0","1","1","1","0","0","1","0","1","0","1","1","1","0","0","0","0","0","1","0","1","1",14.8394722757672,0
"0","0","1","1","1","1","0","1","1","1","0","0","0","0","1","1","1","0","1","1","1","1","0","0","1","0","1","1","0","0","0","1","1","1","0","1","0","1","1","1","0","0","1","0","1","1","1","1","0","1",10.328394981122,1
"0","0","1","0","1","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","0","0","0","1",4.80365217383526,0
"1","0","0","1","0","1","0","0","0","0","1","0","1","0","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","0","0","1","0","1","0","1","1","0","0","1","1","0","1","1","1","0","1","1",15.4448362276739,0
"1","1","1","1","1","0","1","0","1","1","0","0","1","0","0","1","1","0","1","1","0","0","0","0","1","0","1","1","1","0","0","0","1","1","0","1","1","0","1","0","0","1","0","0","1","0","0","1","0","0",14.7339633042905,1
"0","0","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0","0","1","0","1","1","1","0","1","0","1","1","0","0","1","0","1","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","1","1",0.533502366557035,0
"0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","1","0","1","1","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","0","0","0","1","1","0",-9.21063213970031,0
"1","1","1","0","1","1","1","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","0","1","1","0","1","0","1","0",8.65835395842761,0
"1","1","0","1","0","0","1","0","1","0","0","1","1","1","1","0","1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","0","0","0","1","0","1","1","1","0","0","0","1","0","1","1","1","1","1","0",4.63172119444441,0
"0","1","0","0","0","1","0","0","1","0","0","1","0","0","1","1","0","1","0","1","1","1","0","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","1","0","1","0","0",-4.66380954292582,1
"0","1","1","1","1","0","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","1","0","0","0","1","0","1","1","0","0","0","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","1",-4.56242001137038,0
"0","0","1","1","0","0","0","1","0","0","1","0","0","1","1","1","0","1","1","1","1","1","0","0","0","1","1","1","0","1","0","0","1","0","1","1","1","1","1","0","0","0","0","1","1","0","1","0","0","1",5.62955647580723,0
"0","1","0","0","1","0","0","0","1","0","1","0","1","1","1","0","1","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1",-3.96299045261418,1
"0","0","1","1","0","0","0","1","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","1","1","1","0","0","1","0","0","1","0","0","0","1","1","1","1","1","1","1","1","1","0","0","1","0","1","0",11.0647026634252,1
"1","0","0","1","0","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0",18.8519758653531,1
"1","0","1","0","1","1","0","0","1","0","1","1","1","0","1","0","0","0","0","1","1","0","0","1","1","0","1","1","0","1","1","0","1","0","0","0","0","0","1","1","0","1","1","0","1","0","1","1","1","0",24.1918341455396,1
"0","0","0","0","0","0","1","0","1","0","0","0","1","1","1","0","0","1","0","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1","0","1","0","1","1","0","1","0","0","0","0","1","1","0",5.09111545102052,1
"1","1","0","0","1","0","1","0","1","1","1","1","1","1","1","0","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0",4.383426120368,0
"0","0","1","0","1","0","0","1","1","0","0","0","0","1","0","1","1","1","1","1","0","0","0","1","1","1","0","1","1","0","1","0","0","1","1","0","1","1","1","0","1","1","1","1","0","1","1","1","1","0",10.7034976562747,1
"1","0","0","1","1","0","0","0","1","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","0","0","0","1","0","1","0","1",14.1416215702953,0
"1","1","1","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","1","0","1","0","1","0","0","1","0","0","1","1","1","0","1","0","1","1","0","1","1","0","0","1","0","0","0","1","1","1","0",16.5169796425777,1
"0","0","0","0","1","0","1","1","1","0","1","1","1","0","0","1","0","1","1","1","1","0","1","0","1","0","0","0","1","1","0","0","1","1","0","1","1","1","0","1","0","1","1","0","1","0","0","0","1","1",5.71210156275795,1
"0","0","0","0","0","0","1","1","1","0","0","1","0","1","1","1","1","1","0","0","0","1","0","0","1","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0",5.10039945870144,1
"0","1","1","1","1","1","0","1","1","0","1","0","0","1","1","1","0","1","1","0","1","0","0","0","1","0","1","0","1","1","1","0","0","1","1","1","1","1","0","1","1","1","0","1","1","1","0","0","0","0",0.0551622669134071,1
"0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","1","0","1","0","1","0","0","0","0","0","1","1","1","1","0","0","1","1","1","1","1","0","1","0",-0.365001234163031,0
"0","1","1","1","0","0","1","1","1","1","0","1","0","1","1","1","0","1","1","0","0","0","0","0","1","1","1","0","1","0","0","1","1","1","0","0","0","1","1","0","1","1","0","1","1","0","1","0","0","0",-5.43612624576973,0
"1","0","1","1","1","1","0","0","0","1","0","0","1","1","0","0","1","1","1","0","1","1","1","1","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","1","0","0","1",19.7217245619706,0
"1","1","1","0","0","1","1","0","0","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1",14.4337275527671,1
"0","1","0","1","1","0","0","0","1","0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","1","0","0","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","1","0","1","0","1","1","0",-4.71939702274083,1
"1","1","0","1","0","1","1","0","1","1","1","1","1","1","0","1","0","0","1","1","1","0","1","1","0","1","0","0","1","1","1","0","0","1","1","0","0","1","0","0","1","1","0","1","1","0","1","0","0","0",9.77240366959647,1
"0","0","0","1","1","0","0","0","1","1","0","0","1","1","1","1","1","0","0","1","0","1","1","1","0","1","0","0","1","0","1","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","1","0","0",-0.783882567794274,0
"1","0","0","0","0","0","0","1","0","0","1","0","1","0","1","0","1","1","1","1","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","0","0","0","0","1","1","0","1","1","1","0",13.2574062030768,0
"1","1","1","1","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","1","0","1","1","0","0",9.92971670836908,0
"0","1","1","0","0","1","1","0","1","1","0","0","1","1","0","1","1","1","0","0","1","0","1","0","0","0","0","1","1","0","1","1","0","0","1","1","0","1","1","1","1","1","0","1","0","1","0","0","0","0",-4.19222837312661,0
"1","1","0","0","0","1","0","0","0","1","0","1","1","1","0","1","1","1","1","1","1","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0","1","1","1","1","1","1","0","1","0","0","0","1","1","0",4.53877783750096,0
"0","1","1","0","1","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","1","1","1","1","1","0","1","1","0","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1","0","0","0","1","0",-0.579174772796816,1
"1","1","1","1","1","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","1","1","1","0","0","1","0","1","0","1","1","0","1","0","1","0","1","1",8.60807749128035,0
"1","1","0","1","1","1","0","1","1","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","1","0","1","0","0","0","1","1","0","1","0","1","0","0","1","1","0","0","1","1","1","0","1","1",9.6919255425616,1
"0","1","1","1","0","1","1","1","0","1","1","0","0","0","1","0","1","1","0","0","0","0","0","0","1","0","0","1","1","1","0","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","0","1","0","1",-4.0889835180639,0
"1","1","0","1","0","0","1","0","1","0","1","1","0","1","1","0","0","1","0","1","1","0","0","0","1","1","0","0","0","0","1","1","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","0","0","1",5.69732302429458,0
"0","1","0","0","1","0","0","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","0","0","1","1","0","1","0","0","1","1","1","0","0","0","0","1","0","0","1","1",-5.51737010692333,1
"1","0","1","1","0","0","1","0","0","0","0","0","0","1","1","0","1","1","0","1","1","1","1","0","1","1","0","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","0","0","1","0","0","0","1","1",19.7950634068055,0
"0","1","1","1","0","0","0","1","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","1","0","1","1","1","1","0","1","1","1","0","0","0","1","0",-5.25774834323951,0
"0","0","1","1","0","1","0","0","1","0","0","0","0","1","0","1","1","1","1","0","0","0","0","1","1","0","1","0","1","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","1","0",4.60516599684598,0
"0","0","1","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0","1","0","0","1","0","1","1","0","1","1","1","0","0","0","0","1","0","1","0","1","1","0","1","1","0","1","1","1","0","1","1","1",5.562998544084,0
"1","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","1","1","0","1","0","1","0","1","1","0","1","0","0","0","1","0","1","1","1","0","1","0","1","1","0","0","0","1","1","1","1","1",19.1035733444507,0
"1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","0","1","0","0","1","0","1",9.48985907087838,1
"1","0","1","1","0","1","1","1","1","1","1","0","0","0","1","1","1","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0","1","1","0","1","1","0","0",20.7110311120385,0
"1","1","0","0","0","0","1","0","1","1","0","1","1","0","1","0","0","0","1","1","1","1","1","0","1","0","0","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0",4.35689118779615,0
"0","0","1","1","1","1","0","1","0","1","1","1","0","0","0","0","0","1","0","0","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","0","0","1","0","0","1","1","1","1","1","1","1","1","0","0",5.74386526926684,0
"1","0","1","0","1","1","1","0","0","1","1","1","1","0","1","1","0","0","1","1","1","1","0","1","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","1","0","1","1","1","1","0","0","1","1",25.4523630128522,1
"0","0","1","0","0","0","1","0","1","1","0","1","1","0","1","0","1","1","0","0","1","1","1","0","0","0","1","1","0","1","1","1","1","0","1","0","0","0","1","0","1","1","0","0","1","0","1","0","1","1",3.99580751777925,0
"1","0","1","1","0","0","0","1","1","1","0","1","0","1","0","0","0","1","0","0","1","1","1","0","1","1","1","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0",24.8544009074989,1
"0","0","0","1","1","0","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","1","1","0","1","1","1","0","1","0",5.62983813684434,1
"0","1","1","0","1","0","0","1","1","0","1","1","0","1","1","0","0","0","1","1","0","0","1","1","1","0","0","1","1","1","1","0","1","0","1","0","0","0","1","0","0","0","0","1","0","1","1","1","0","0",-0.478060940384166,1
"0","0","1","0","0","1","1","0","1","0","0","0","0","0","1","0","1","1","1","1","0","1","0","1","0","0","1","1","0","1","1","1","1","1","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1","1",3.88935950346104,0
"0","1","0","1","0","0","0","1","1","1","1","1","0","1","0","0","1","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","1","0","1","1","0","1","1","0","0","1","0","1","1","0","0","0","0","0",-9.18476315671239,0
"0","1","1","1","1","0","1","0","0","1","1","1","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1",-4.98024945846009,0
"0","1","0","0","0","1","1","1","1","1","0","1","1","1","1","1","0","1","0","1","0","0","1","1","0","1","0","0","1","1","0","0","1","0","0","0","0","1","1","0","1","1","0","0","0","1","1","1","1","1",-10.3653834528946,0
"0","0","1","1","1","0","1","1","0","0","1","1","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","1","0","0","1","0","0","1","1","0","0","0",6.49636287367729,0
"0","0","1","1","1","0","0","1","1","0","0","0","1","0","0","0","1","1","1","0","0","1","1","1","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","0","1","0","1","1","0","1","0","1","1","0",4.89416993577315,0
"1","1","1","1","0","1","1","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","1","1","1","0","1","1","0","1","1","1","1","0","1","1","1","1","1","0","0","0","1","0",9.71783514998348,0
"0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","1","1","1","1","1","0","0","0","0","0","0","1","1","1","1","0","1","1","1","1","0",-0.274149534721313,0
"1","1","0","1","1","0","1","0","1","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","1","0","1","1","0","0","0","1","1","0","1","0","0","1","1","0","0","1",4.5138416539478,0
"0","1","1","1","1","1","0","1","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","1","0","1","1","1","0","1","1","1","0","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1","1",0.0905550329186235,1
"0","1","1","1","1","1","1","0","0","1","0","1","1","0","0","1","1","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","1","1","1","1",-5.07664694950224,0
"1","1","0","0","0","1","0","1","0","1","0","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","1","1","0","0","0","1","1","1","0","0","0","1","1","1","1","1","0","1","0",3.22654452430279,0
"1","1","0","1","0","0","1","0","1","0","1","1","0","1","1","1","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","1","0","1","0","0","1","0","0","1","0","0","1","1","0","1","1","0","0",10.1933800764041,1
"1","1","0","0","0","1","1","1","0","0","0","0","1","1","0","1","1","0","0","1","0","1","0","1","0","0","1","1","0","0","1","1","1","1","0","1","1","1","1","0","1","0","1","0","1","1","0","1","0","1",4.47185183735043,0
